Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[150.167, 94.6722, 0.914108]","[151.018, 121.12, 0.918]","[130.757, 121.113, 0.856794]","[124.665, 154.566, 0.794129]","[123.747, 182.72, 0.860635]","[171.267, 120.231, 0.823857]","[172.142, 151.936, 0.867206]","[172.197, 181.86, 0.861773]","[148.387, 177.433, 0.69904]","[136.933, 177.44, 0.728766]","[141.347, 228.516, 0.790764]","[144.019, 276.027, 0.80402]","[158.977, 177.462, 0.741838]","[157.216, 228.474, 0.800617]","[157.177, 273.406, 0.772633]","[144.896, 89.4026, 0.916496]","[153.687, 88.5866, 0.857747]","[138.724, 93.8151, 0.826818]","[159.86, 92.9468, 0.839482]","[152.818, 284.828, 0.638214]","[158.955, 283.958, 0.698832]","[155.444, 277.825, 0.600262]","[145.75, 284.836, 0.701287]","[139.6, 284.831, 0.674379]","[144.904, 278.694, 0.654353]"
"[150.152, 94.662, 0.910468]","[150.999, 119.354, 0.890939]","[130.755, 121.108, 0.859471]","[126.398, 151.95, 0.809976]","[121.1, 178.339, 0.838132]","[170.386, 117.583, 0.838875]","[166.051, 132.558, 0.577567]","[165.967, 144.016, 0.806157]","[150.13, 174.802, 0.725319]","[137.798, 173.931, 0.747397]","[143.111, 217.072, 0.765487]","[143.954, 263.707, 0.768284]","[159.831, 175.698, 0.715562]","[158.092, 224.103, 0.79461]","[158.103, 272.515, 0.802131]","[144.878, 88.5854, 0.930946]","[153.675, 88.5651, 0.879856]","[138.703, 93.7872, 0.816312]","[159.861, 92.0581, 0.823666]","[153.675, 284.82, 0.650274]","[160.713, 283.965, 0.66188]","[158.06, 276.926, 0.600026]","[144.855, 279.589, 0.712401]","[137.871, 278.68, 0.670249]","[144.001, 264.64, 0.565327]"
"[151.05, 93.7812, 0.898179]","[150.984, 121.96, 0.886632]","[129.944, 121.975, 0.871097]","[125.524, 151.96, 0.814314]","[118.461, 176.56, 0.798163]","[168.657, 120.23, 0.778965]","[165.972, 142.226, 0.213148]","[165.148, 139.584, 0.372937]","[148.408, 175.686, 0.719995]","[136.945, 173.953, 0.765739]","[137.832, 213.54, 0.718588]","[138.746, 248.765, 0.791255]","[158.995, 177.452, 0.739437]","[158.034, 226.745, 0.739163]","[157.169, 274.276, 0.756302]","[145.772, 88.529, 0.909242]","[156.304, 88.523, 0.890772]","[139.597, 93.793, 0.812457]","[162.465, 92.9503, 0.805986]","[151.007, 285.73, 0.709696]","[158.055, 285.712, 0.73742]","[156.312, 277.834, 0.616431]","[139.591, 266.378, 0.743055]","[136.052, 264.612, 0.726367]","[143.112, 249.612, 0.646084]"
"[150.992, 94.7035, 0.936703]","[151.013, 121.949, 0.91799]","[130.757, 121.104, 0.854304]","[124.65, 153.7, 0.805264]","[123.742, 181.855, 0.865707]","[171.254, 121.084, 0.818769]","[172.132, 152.786, 0.855613]","[172.147, 182.722, 0.849083]","[147.535, 176.574, 0.698632]","[136.926, 177.434, 0.727221]","[141.347, 228.497, 0.787163]","[144.01, 275.161, 0.794657]","[158.971, 177.445, 0.740858]","[158.033, 228.478, 0.807572]","[156.325, 273.413, 0.759427]","[144.905, 89.449, 0.894112]","[153.693, 89.4214, 0.849327]","[138.727, 94.6511, 0.858836]","[159.846, 93.7862, 0.849039]","[152.791, 284.814, 0.631284]","[158.931, 283.948, 0.688505]","[155.426, 277.83, 0.584229]","[144.9, 284.822, 0.706285]","[139.579, 284.81, 0.668239]","[144.9, 278.674, 0.646931]"
"[150.176, 94.6725, 0.920277]","[151.02, 121.956, 0.922472]","[130.765, 121.106, 0.859829]","[124.665, 154.557, 0.796374]","[123.759, 181.864, 0.852196]","[171.258, 121.094, 0.821138]","[172.144, 151.947, 0.857697]","[172.182, 181.856, 0.866569]","[148.389, 176.566, 0.694999]","[136.936, 176.576, 0.723796]","[140.49, 228.487, 0.786412]","[143.998, 275.168, 0.792263]","[158.977, 177.441, 0.734948]","[158.029, 227.605, 0.793201]","[157.164, 273.42, 0.758257]","[144.898, 89.4006, 0.917319]","[153.699, 88.5826, 0.862069]","[138.713, 93.8153, 0.84027]","[159.859, 93.7871, 0.845474]","[152.784, 284.827, 0.633185]","[158.931, 283.966, 0.689481]","[155.428, 277.835, 0.600625]","[144.907, 284.831, 0.701789]","[139.583, 284.824, 0.666718]","[144.879, 278.676, 0.663622]"
"[149.254, 94.6836, 0.904885]","[150.119, 121.96, 0.86875]","[129.873, 121.958, 0.848688]","[123.767, 154.575, 0.849094]","[122.903, 182.722, 0.864366]","[167.777, 121.111, 0.818781]","[170.405, 152.786, 0.809659]","[171.265, 181.848, 0.828199]","[145.782, 177.43, 0.708604]","[136.055, 177.444, 0.692754]","[140.47, 228.502, 0.788473]","[144.014, 274.302, 0.782137]","[158.114, 177.441, 0.741198]","[157.211, 228.489, 0.794953]","[156.325, 273.402, 0.760069]","[144.009, 89.4243, 0.914609]","[151.941, 88.5835, 0.928421]","[137.817, 93.8151, 0.87642]","[158.943, 92.9384, 0.870222]","[152.82, 283.977, 0.601504]","[158.949, 283.089, 0.665705]","[155.423, 277.825, 0.572437]","[145.766, 283.988, 0.669577]","[140.466, 283.982, 0.634715]","[144.89, 278.664, 0.630914]"
"[149.267, 94.6932, 0.907502]","[150.159, 121.108, 0.881615]","[129.906, 121.111, 0.851422]","[123.785, 154.572, 0.838643]","[122.907, 181.871, 0.865821]","[169.527, 120.217, 0.80363]","[171.302, 151.931, 0.837344]","[172.146, 182.739, 0.83437]","[146.647, 177.435, 0.701549]","[136.08, 177.448, 0.706095]","[139.607, 228.49, 0.784933]","[144.018, 275.17, 0.804205]","[158.94, 177.447, 0.74442]","[157.199, 227.625, 0.78381]","[156.329, 273.409, 0.762459]","[144.037, 89.4374, 0.911467]","[151.956, 89.4128, 0.897208]","[137.852, 93.7996, 0.846181]","[158.977, 92.9303, 0.860807]","[153.671, 284.827, 0.633279]","[158.964, 283.949, 0.69002]","[154.558, 277.83, 0.59254]","[145.743, 284.837, 0.718973]","[139.59, 284.83, 0.69101]","[144.902, 278.681, 0.666459]"
"[150.166, 94.6798, 0.920378]","[151.004, 121.949, 0.911565]","[129.943, 121.117, 0.857692]","[124.637, 155.422, 0.814338]","[123.736, 182.717, 0.86468]","[170.419, 120.229, 0.815487]","[172.121, 151.951, 0.853526]","[172.166, 181.005, 0.868034]","[147.528, 178.306, 0.694731]","[136.914, 178.324, 0.720957]","[141.359, 228.536, 0.792949]","[144.009, 275.165, 0.79817]","[158.976, 178.316, 0.737265]","[158.038, 228.498, 0.807543]","[156.332, 273.425, 0.758566]","[144.891, 89.403, 0.920949]","[153.688, 88.5869, 0.863397]","[138.698, 93.7882, 0.835987]","[159.856, 92.9453, 0.845968]","[152.794, 284.829, 0.63715]","[158.933, 283.967, 0.696622]","[154.574, 277.841, 0.599335]","[144.906, 284.836, 0.730887]","[139.583, 284.825, 0.696819]","[144.891, 278.676, 0.663219]"
"[150.998, 94.7005, 0.935554]","[151.028, 121.949, 0.922951]","[130.769, 121.104, 0.854091]","[124.653, 153.683, 0.80813]","[123.745, 181.002, 0.868415]","[171.28, 120.243, 0.828656]","[172.136, 152.796, 0.853557]","[172.155, 181.853, 0.859775]","[148.386, 176.568, 0.701058]","[136.934, 176.575, 0.727673]","[141.337, 228.481, 0.779755]","[144.012, 275.161, 0.793988]","[158.974, 177.445, 0.74264]","[158.04, 228.471, 0.806929]","[156.324, 273.417, 0.758928]","[144.909, 89.4425, 0.89565]","[153.702, 89.416, 0.848731]","[138.727, 94.6478, 0.855852]","[159.867, 92.9306, 0.829077]","[152.786, 284.822, 0.631281]","[158.928, 283.957, 0.689184]","[155.426, 277.834, 0.589549]","[144.893, 284.827, 0.714441]","[138.738, 284.812, 0.679008]","[144.903, 278.675, 0.647593]"
"[149.279, 94.675, 0.905858]","[150.132, 121.953, 0.870767]","[129.889, 121.956, 0.852348]","[123.794, 154.576, 0.838373]","[122.908, 182.717, 0.862285]","[168.631, 121.091, 0.808032]","[170.417, 151.962, 0.81118]","[171.296, 182.733, 0.828044]","[146.636, 176.562, 0.707757]","[136.071, 176.572, 0.701842]","[140.464, 228.513, 0.781312]","[144.014, 275.179, 0.787389]","[158.932, 177.431, 0.74735]","[158.032, 228.486, 0.8031]","[156.335, 273.422, 0.755032]","[144.031, 89.4167, 0.917673]","[151.959, 88.5798, 0.910253]","[137.824, 93.8202, 0.877157]","[158.958, 92.9262, 0.861645]","[152.826, 284.817, 0.585978]","[158.951, 283.944, 0.650726]","[154.571, 277.844, 0.57844]","[145.782, 284.829, 0.663378]","[140.479, 284.833, 0.635661]","[144.893, 278.689, 0.633254]"
"[151.012, 94.7045, 0.945198]","[151.047, 121.11, 0.919233]","[130.788, 121.083, 0.843322]","[125.515, 152.814, 0.802324]","[123.774, 180.985, 0.863776]","[171.289, 120.228, 0.831844]","[172.162, 151.944, 0.864157]","[172.208, 181.838, 0.865079]","[149.255, 175.696, 0.690791]","[136.955, 175.691, 0.718946]","[141.36, 228.509, 0.781034]","[144.011, 275.159, 0.791035]","[158.992, 177.436, 0.723917]","[158.036, 227.64, 0.795258]","[156.333, 273.415, 0.754739]","[144.928, 89.4482, 0.887071]","[154.566, 89.4279, 0.847064]","[138.746, 94.6509, 0.850031]","[159.856, 93.7966, 0.838428]","[152.804, 284.818, 0.616464]","[158.938, 283.959, 0.684554]","[155.423, 277.829, 0.589402]","[145.758, 284.823, 0.693133]","[139.611, 284.818, 0.660575]","[144.885, 278.673, 0.646115]"
"[151.04, 94.7088, 0.941677]","[151.071, 121.118, 0.917517]","[130.814, 120.221, 0.832994]","[125.516, 152.82, 0.808134]","[123.761, 180.967, 0.875192]","[172.12, 121.123, 0.837697]","[172.161, 152.815, 0.841518]","[172.182, 182.725, 0.8512]","[148.392, 177.45, 0.694901]","[136.94, 177.452, 0.720003]","[141.352, 228.516, 0.787014]","[144.014, 275.153, 0.787038]","[158.978, 178.318, 0.733446]","[158.034, 228.466, 0.800294]","[156.324, 273.414, 0.757487]","[145.768, 89.4356, 0.879978]","[155.453, 89.4264, 0.852137]","[139.614, 93.8102, 0.808146]","[160.741, 93.7815, 0.808216]","[152.801, 284.818, 0.608949]","[158.937, 283.95, 0.667052]","[154.568, 277.83, 0.577208]","[145.747, 284.818, 0.682755]","[139.601, 284.808, 0.647947]","[144.891, 278.669, 0.632812]"
"[150.175, 94.6742, 0.92187]","[151.017, 121.96, 0.920569]","[130.761, 121.96, 0.8651]","[125.503, 154.57, 0.789162]","[123.771, 182.718, 0.846497]","[171.258, 120.243, 0.819994]","[172.144, 151.935, 0.877548]","[172.2, 181.859, 0.862899]","[148.41, 176.568, 0.691266]","[136.949, 177.431, 0.720991]","[141.348, 228.491, 0.785001]","[144.004, 274.298, 0.796861]","[158.996, 177.439, 0.721389]","[158.035, 227.604, 0.793786]","[156.33, 273.419, 0.75863]","[144.899, 89.401, 0.916831]","[153.701, 88.5863, 0.862416]","[138.715, 93.8083, 0.83846]","[159.859, 93.8029, 0.851104]","[152.8, 284.831, 0.631775]","[158.943, 283.966, 0.69036]","[154.568, 277.835, 0.59815]","[144.915, 284.832, 0.720845]","[139.588, 284.824, 0.686636]","[144.883, 278.661, 0.664329]"
"[149.263, 94.694, 0.909913]","[150.156, 121.1, 0.877575]","[129.903, 121.109, 0.852074]","[123.792, 155.424, 0.833281]","[123.714, 182.733, 0.866128]","[169.525, 119.364, 0.805852]","[171.284, 151.929, 0.843339]","[172.163, 182.716, 0.848605]","[146.639, 177.438, 0.708307]","[136.08, 177.45, 0.712957]","[139.614, 228.483, 0.781683]","[144.02, 275.173, 0.800329]","[158.932, 177.452, 0.749555]","[157.191, 227.622, 0.783603]","[156.326, 273.412, 0.757531]","[144.023, 89.4411, 0.913505]","[151.951, 89.4062, 0.908806]","[137.83, 93.8289, 0.868667]","[158.978, 92.9284, 0.861087]","[153.677, 284.829, 0.616952]","[158.968, 283.949, 0.673483]","[154.555, 277.834, 0.58575]","[145.752, 284.838, 0.705452]","[139.596, 284.833, 0.680007]","[144.901, 278.685, 0.655702]"
"[151.012, 94.7028, 0.936831]","[151.04, 121.961, 0.928494]","[130.778, 121.095, 0.849038]","[124.663, 153.673, 0.80442]","[123.746, 181.843, 0.870606]","[171.281, 121.954, 0.834953]","[172.157, 152.791, 0.84862]","[172.193, 182.715, 0.853511]","[148.395, 177.432, 0.689984]","[136.939, 177.442, 0.720138]","[140.49, 228.502, 0.784562]","[144.011, 273.427, 0.795167]","[158.98, 177.457, 0.726787]","[158.038, 228.478, 0.794433]","[156.331, 273.424, 0.755911]","[144.924, 89.4398, 0.884052]","[154.568, 89.4242, 0.847609]","[138.744, 94.648, 0.8397]","[159.861, 93.807, 0.843531]","[151.943, 284.809, 0.618673]","[158.105, 283.96, 0.687329]","[156.301, 278.652, 0.592841]","[144.902, 284.807, 0.693756]","[138.745, 283.976, 0.661548]","[144.894, 277.836, 0.635682]"
"[150.152, 94.6933, 0.923405]","[151.011, 121.109, 0.915944]","[130.755, 120.233, 0.844782]","[124.611, 153.666, 0.831691]","[123.713, 181.838, 0.874321]","[171.252, 121.1, 0.818183]","[172.127, 152.805, 0.842594]","[172.15, 182.727, 0.847074]","[146.642, 177.453, 0.706424]","[136.083, 177.451, 0.708365]","[140.473, 228.525, 0.790141]","[144.015, 275.162, 0.795726]","[158.933, 178.313, 0.748512]","[157.201, 228.486, 0.787591]","[157.163, 273.423, 0.756791]","[144.88, 89.4332, 0.907036]","[152.834, 89.413, 0.862693]","[138.73, 93.8257, 0.820473]","[159.842, 93.7841, 0.850893]","[152.797, 284.824, 0.627085]","[158.934, 283.966, 0.694779]","[155.435, 278.652, 0.597356]","[144.912, 284.833, 0.700104]","[139.591, 284.83, 0.675753]","[144.9, 278.68, 0.651807]"
"[149.279, 94.6717, 0.901144]","[150.984, 121.093, 0.891815]","[129.92, 121.104, 0.853067]","[123.787, 153.7, 0.837062]","[123.73, 182.728, 0.870944]","[170.399, 119.344, 0.813186]","[172.111, 151.92, 0.851287]","[172.166, 181.868, 0.855484]","[147.501, 176.57, 0.700261]","[136.905, 176.58, 0.710178]","[140.484, 228.488, 0.788274]","[144.016, 275.181, 0.803082]","[158.946, 177.438, 0.746159]","[157.2, 227.632, 0.791187]","[157.171, 273.404, 0.769096]","[144.841, 89.4096, 0.927691]","[152.792, 88.5819, 0.894003]","[137.862, 93.8242, 0.843884]","[159.013, 92.9424, 0.853938]","[152.825, 284.822, 0.620725]","[158.956, 283.945, 0.682314]","[155.435, 277.825, 0.596789]","[145.75, 284.829, 0.696208]","[139.599, 284.823, 0.667792]","[144.899, 278.69, 0.659054]"
"[151.01, 94.6921, 0.936585]","[151.035, 121.119, 0.922267]","[130.785, 120.223, 0.846978]","[124.625, 153.666, 0.830628]","[123.734, 181.842, 0.876414]","[171.275, 121.122, 0.828385]","[172.147, 152.797, 0.851398]","[172.166, 181.852, 0.859493]","[147.507, 177.451, 0.69904]","[136.089, 177.458, 0.706728]","[141.356, 228.53, 0.783535]","[144.007, 275.166, 0.785129]","[158.959, 178.308, 0.74477]","[157.215, 228.473, 0.784387]","[156.324, 273.423, 0.755516]","[144.924, 89.4181, 0.897448]","[154.576, 89.4102, 0.850887]","[138.735, 93.8124, 0.831854]","[160.708, 93.7839, 0.819844]","[152.808, 284.826, 0.613195]","[158.94, 283.961, 0.668403]","[154.56, 277.835, 0.578522]","[145.762, 284.822, 0.674178]","[140.461, 284.818, 0.637965]","[144.878, 278.673, 0.638748]"
"[150.13, 94.6684, 0.906312]","[150.988, 121.11, 0.899714]","[129.928, 121.106, 0.854033]","[124.611, 153.694, 0.827668]","[123.731, 182.717, 0.868439]","[170.393, 120.231, 0.807461]","[171.296, 151.95, 0.843448]","[172.136, 181.849, 0.85187]","[147.518, 176.559, 0.693998]","[136.917, 176.578, 0.715606]","[141.338, 228.511, 0.779214]","[144.009, 275.169, 0.793564]","[158.958, 176.577, 0.735876]","[157.208, 228.486, 0.799091]","[156.324, 273.426, 0.755641]","[144.858, 89.4047, 0.928587]","[152.812, 88.5785, 0.885474]","[137.862, 93.8125, 0.854835]","[159.007, 92.9468, 0.855056]","[151.96, 284.825, 0.618193]","[158.115, 283.964, 0.68015]","[155.423, 277.84, 0.587616]","[144.895, 284.828, 0.710833]","[138.74, 284.814, 0.675102]","[144.898, 278.68, 0.641842]"
"[149.256, 94.684, 0.904784]","[150.121, 121.957, 0.866603]","[129.872, 121.96, 0.847102]","[123.777, 155.444, 0.849093]","[123.718, 182.739, 0.860936]","[167.783, 121.096, 0.813714]","[170.408, 152.813, 0.792718]","[171.293, 182.739, 0.823049]","[146.624, 178.316, 0.71494]","[136.061, 178.34, 0.71124]","[140.482, 228.517, 0.790881]","[144.01, 275.154, 0.788783]","[158.928, 178.324, 0.753909]","[157.215, 228.5, 0.802662]","[156.327, 273.397, 0.763834]","[144.015, 89.4209, 0.915653]","[151.947, 88.5861, 0.925254]","[137.818, 93.8116, 0.879625]","[158.947, 93.7812, 0.879135]","[152.827, 283.97, 0.601346]","[158.953, 283.079, 0.66783]","[155.425, 277.82, 0.578416]","[145.765, 283.985, 0.676633]","[140.464, 283.981, 0.640551]","[144.883, 278.666, 0.646422]"
"[149.278, 94.6674, 0.903482]","[150.145, 121.109, 0.877536]","[129.889, 121.113, 0.848646]","[123.787, 155.432, 0.844177]","[122.907, 182.725, 0.86085]","[168.663, 120.224, 0.805002]","[171.253, 151.95, 0.825124]","[171.301, 182.716, 0.829653]","[146.638, 176.567, 0.706138]","[136.065, 176.58, 0.700703]","[139.599, 228.495, 0.782934]","[144.005, 275.155, 0.781591]","[158.943, 176.581, 0.747031]","[158.038, 228.483, 0.800139]","[156.328, 273.426, 0.752306]","[144.036, 89.4067, 0.927358]","[151.966, 88.5769, 0.910152]","[137.835, 93.8313, 0.878362]","[158.977, 92.9421, 0.864964]","[152.79, 284.831, 0.617547]","[158.928, 283.971, 0.681717]","[154.571, 278.652, 0.588804]","[145.747, 284.835, 0.677853]","[139.602, 284.829, 0.644343]","[144.896, 278.667, 0.631009]"
"[149.276, 94.6861, 0.908615]","[150.144, 121.968, 0.886315]","[129.898, 121.951, 0.855469]","[123.784, 155.424, 0.838523]","[122.884, 181.866, 0.864346]","[168.645, 121.964, 0.819556]","[170.41, 152.825, 0.79094]","[171.272, 182.736, 0.817924]","[146.622, 176.575, 0.707624]","[136.073, 177.434, 0.698781]","[140.469, 228.521, 0.791307]","[144.012, 274.3, 0.785772]","[158.115, 177.44, 0.747165]","[157.205, 228.479, 0.79023]","[156.331, 273.394, 0.763604]","[144.028, 89.4273, 0.91285]","[151.959, 88.5864, 0.908253]","[137.829, 93.8107, 0.879118]","[158.964, 92.9344, 0.859415]","[152.824, 283.958, 0.5943]","[158.953, 282.219, 0.655543]","[155.426, 277.816, 0.571674]","[145.772, 283.974, 0.669326]","[140.472, 283.968, 0.632049]","[144.887, 278.656, 0.635203]"
"[150.134, 94.6896, 0.917824]","[150.998, 121.102, 0.906603]","[129.938, 121.097, 0.854662]","[123.801, 153.686, 0.831771]","[123.741, 182.718, 0.864469]","[170.407, 120.212, 0.811272]","[172.117, 151.947, 0.853911]","[172.151, 181.838, 0.861893]","[147.515, 175.692, 0.6923]","[136.907, 175.69, 0.701324]","[140.484, 228.488, 0.776141]","[144.013, 274.296, 0.794537]","[158.96, 176.572, 0.737623]","[158.032, 227.611, 0.790013]","[156.323, 273.401, 0.756749]","[144.864, 89.4342, 0.920273]","[152.807, 89.4091, 0.876278]","[137.886, 93.8184, 0.854831]","[159.001, 92.9359, 0.860309]","[152.806, 284.824, 0.627324]","[158.944, 283.955, 0.690032]","[154.566, 277.82, 0.586319]","[145.753, 284.83, 0.715538]","[139.604, 284.821, 0.680237]","[144.891, 278.659, 0.652395]"
"[149.269, 94.6708, 0.900859]","[150.137, 121.96, 0.876777]","[129.887, 121.961, 0.854757]","[123.782, 155.436, 0.841198]","[123.709, 182.726, 0.863456]","[168.638, 121.093, 0.809815]","[171.248, 152.792, 0.804882]","[172.114, 182.745, 0.829265]","[146.646, 177.436, 0.704739]","[136.083, 177.45, 0.710886]","[140.473, 228.526, 0.78726]","[144.003, 275.165, 0.782159]","[158.939, 177.451, 0.74959]","[158.032, 228.494, 0.804025]","[156.335, 273.415, 0.75657]","[144.027, 89.4022, 0.922585]","[151.96, 88.5756, 0.920896]","[137.824, 93.8178, 0.882788]","[158.959, 93.7888, 0.878702]","[152.811, 283.988, 0.597244]","[158.942, 283.107, 0.664157]","[155.426, 277.837, 0.584276]","[145.757, 284.818, 0.677568]","[139.609, 284.815, 0.644829]","[144.88, 278.677, 0.637596]"
"[149.277, 94.6736, 0.901519]","[150.982, 121.104, 0.891909]","[129.916, 121.113, 0.85479]","[123.787, 154.551, 0.835628]","[123.731, 182.74, 0.870549]","[170.398, 119.36, 0.808563]","[172.112, 151.93, 0.850354]","[172.163, 182.726, 0.848504]","[147.512, 176.571, 0.702328]","[136.914, 177.431, 0.716725]","[140.484, 228.493, 0.788577]","[144.016, 276.027, 0.80307]","[158.949, 177.441, 0.746772]","[157.197, 227.627, 0.789813]","[157.17, 273.407, 0.768777]","[144.841, 89.4117, 0.926303]","[152.787, 88.5837, 0.894098]","[137.862, 93.8218, 0.844656]","[159.009, 92.9402, 0.856129]","[152.824, 284.822, 0.619294]","[158.954, 283.947, 0.681915]","[155.434, 277.828, 0.598329]","[145.747, 284.829, 0.695239]","[139.596, 284.823, 0.666378]","[144.898, 278.691, 0.659955]"
"[151.051, 94.6847, 0.933521]","[151.074, 121.112, 0.915322]","[130.82, 120.212, 0.831906]","[125.526, 152.811, 0.806881]","[123.762, 180.956, 0.876989]","[172.124, 121.12, 0.841159]","[172.173, 152.814, 0.846359]","[172.194, 182.738, 0.851762]","[148.379, 177.454, 0.693732]","[136.936, 177.46, 0.719513]","[141.358, 228.517, 0.789408]","[144.012, 275.16, 0.789576]","[158.968, 178.317, 0.738062]","[158.033, 227.641, 0.800084]","[156.323, 273.411, 0.759172]","[145.78, 89.4112, 0.88157]","[156.311, 89.4032, 0.864035]","[140.477, 93.8178, 0.806759]","[161.618, 93.7992, 0.81408]","[152.798, 283.986, 0.598243]","[158.935, 283.104, 0.650178]","[154.566, 277.827, 0.572102]","[145.742, 284.809, 0.676926]","[139.599, 283.976, 0.640212]","[144.889, 278.672, 0.633634]"
"[146.63, 94.6926, 0.910056]","[149.291, 119.357, 0.852771]","[129.887, 118.459, 0.854832]","[128.996, 146.638, 0.731021]","[129.89, 168.654, 0.832286]","[167.754, 121.107, 0.823488]","[166.911, 151.942, 0.798113]","[167.752, 179.195, 0.785109]","[146.656, 177.457, 0.731132]","[136.931, 177.46, 0.728511]","[137.882, 224.973, 0.723656]","[144.003, 275.152, 0.780396]","[158.922, 177.443, 0.77771]","[153.693, 214.449, 0.782385]","[156.319, 255.788, 0.77698]","[143.131, 89.4386, 0.882729]","[151.881, 89.4029, 0.929097]","[136.976, 93.8271, 0.848897]","[158.108, 93.7894, 0.883949]","[154.549, 275.17, 0.57748]","[158.96, 272.512, 0.650483]","[154.56, 256.658, 0.622127]","[144.88, 285.702, 0.748762]","[138.701, 284.858, 0.756122]","[145.774, 277.828, 0.673025]"
"[150.131, 94.6901, 0.915259]","[150.999, 121.113, 0.908018]","[129.934, 121.116, 0.857444]","[124.625, 154.549, 0.820705]","[123.734, 181.865, 0.870741]","[170.419, 120.21, 0.817006]","[172.118, 151.937, 0.85434]","[172.165, 181.847, 0.863549]","[147.531, 176.578, 0.698708]","[136.922, 177.435, 0.721874]","[141.343, 228.505, 0.788498]","[144.02, 276.027, 0.803954]","[158.967, 177.45, 0.74414]","[157.21, 227.639, 0.796056]","[157.175, 273.408, 0.770484]","[144.865, 89.4344, 0.916411]","[152.81, 89.4144, 0.87035]","[138.712, 93.8243, 0.83706]","[159.83, 92.9447, 0.8536]","[153.673, 284.828, 0.623075]","[158.965, 283.953, 0.686241]","[155.436, 277.826, 0.601386]","[145.769, 284.83, 0.693547]","[140.46, 284.829, 0.664314]","[144.898, 278.692, 0.655658]"
"[150.136, 94.6906, 0.918276]","[151, 121.115, 0.91042]","[129.941, 121.105, 0.858257]","[123.799, 154.548, 0.826868]","[123.728, 182.724, 0.865859]","[170.406, 120.232, 0.811631]","[172.112, 151.953, 0.852178]","[172.151, 181.865, 0.852759]","[147.503, 176.573, 0.693883]","[136.903, 176.579, 0.702358]","[140.473, 228.489, 0.778321]","[144.011, 274.293, 0.794057]","[158.953, 177.442, 0.74148]","[157.219, 227.609, 0.787127]","[156.321, 273.405, 0.756531]","[144.864, 89.4351, 0.918186]","[152.806, 89.4099, 0.874064]","[137.883, 93.8132, 0.85549]","[158.998, 92.9385, 0.856378]","[152.794, 284.826, 0.63315]","[158.936, 283.961, 0.695723]","[154.565, 277.823, 0.592621]","[145.744, 284.827, 0.711184]","[139.6, 284.815, 0.673262]","[144.89, 278.656, 0.652169]"
"[149.274, 94.6779, 0.906614]","[150.138, 121.958, 0.876042]","[129.889, 121.959, 0.854797]","[123.783, 155.436, 0.841209]","[123.711, 182.733, 0.861662]","[168.634, 121.092, 0.810637]","[170.418, 152.785, 0.801022]","[172.116, 182.736, 0.832141]","[146.646, 177.452, 0.709083]","[136.081, 178.309, 0.717218]","[140.476, 228.532, 0.791515]","[144.004, 275.162, 0.783419]","[158.941, 178.305, 0.75194]","[158.041, 228.508, 0.811341]","[157.164, 273.413, 0.757467]","[144.03, 89.4148, 0.919345]","[151.958, 88.5816, 0.918655]","[137.826, 93.8188, 0.882644]","[158.955, 93.784, 0.876639]","[152.803, 283.985, 0.601568]","[158.937, 283.107, 0.66693]","[155.433, 277.837, 0.586761]","[145.747, 284.817, 0.685569]","[139.6, 284.811, 0.650828]","[144.886, 278.674, 0.638743]"
"[151.886, 94.6939, 0.944097]","[151.893, 121.114, 0.914555]","[131.665, 120.215, 0.824156]","[127.278, 152.829, 0.794509]","[123.778, 180.136, 0.868404]","[172.149, 121.117, 0.856277]","[172.173, 152.808, 0.865803]","[172.203, 183.594, 0.853745]","[149.257, 176.56, 0.693492]","[136.956, 176.555, 0.722814]","[141.358, 228.499, 0.782742]","[144.012, 275.16, 0.796819]","[158.993, 177.45, 0.728898]","[158.055, 228.483, 0.81475]","[157.168, 273.405, 0.7704]","[146.644, 89.4274, 0.867734]","[157.17, 89.4149, 0.87233]","[140.485, 93.8239, 0.817041]","[162.472, 93.7903, 0.801992]","[152.807, 283.976, 0.602859]","[158.94, 283.088, 0.654505]","[155.43, 277.818, 0.578921]","[145.758, 283.979, 0.667986]","[140.466, 283.97, 0.623643]","[144.882, 278.664, 0.647641]"
"[151.042, 94.7061, 0.940381]","[151.073, 121.958, 0.922625]","[130.818, 120.241, 0.834675]","[127.274, 152.824, 0.792939]","[123.79, 180.954, 0.85965]","[172.128, 121.955, 0.847507]","[172.17, 152.807, 0.86098]","[172.209, 182.746, 0.855702]","[148.409, 176.575, 0.691011]","[136.948, 177.431, 0.718492]","[141.353, 228.507, 0.790727]","[144.021, 274.297, 0.796045]","[158.991, 177.45, 0.727053]","[158.052, 228.484, 0.814474]","[157.172, 273.396, 0.770189]","[145.771, 89.4363, 0.876799]","[155.455, 89.423, 0.853296]","[140.463, 93.821, 0.813805]","[160.745, 93.7807, 0.810775]","[153.673, 283.962, 0.567394]","[158.96, 282.215, 0.632712]","[155.438, 277.809, 0.579648]","[145.784, 283.972, 0.672387]","[140.481, 283.964, 0.632264]","[144.888, 277.845, 0.643672]"
