鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[756.769775390625, 634.2676391601562]","[756.769775390625, 625.5643310546875]","[730.6597900390625, 634.2676391601562]","[695.8464965820312, 703.8942260742188]","[704.5498046875, 660.3776245117188]","[774.1764526367188, 730.0042724609375]","[730.6597900390625, 799.6309204101562]","[765.47314453125, 695.19091796875]","[687.1431274414062, 756.1142578125]","[721.9564819335938, 686.4876098632812]","[669.7365112304688, 730.0042724609375]","[1026.572998046875, 825.7409057617188]","[1009.1663818359375, 904.0709228515625]","[1226.74951171875, 695.19091796875]","[1235.452880859375, 730.0042724609375]","[1392.11279296875, 921.4775390625]","[1409.51953125, 930.1808471679688]"
"[747.8294067382812, 642.9158325195312]","[739.0030517578125, 634.0895385742188]","[721.3504028320312, 642.9158325195312]","[703.6976928710938, 722.3528442382812]","[694.871337890625, 669.3948364257812]","[774.3084106445312, 740.0055541992188]","[730.1766967773438, 801.7899780273438]","[756.6557006835938, 687.0475463867188]","[686.0450439453125, 775.3109741210938]","[712.5240478515625, 687.0475463867188]","[650.7396850585938, 731.1792602539062]","[1030.272216796875, 819.4426879882812]","[1012.6195678710938, 898.8796997070312]","[1224.45166015625, 695.8738403320312]","[1233.278076171875, 731.1792602539062]","[1392.152099609375, 907.7059936523438]","[1409.8048095703125, 925.3587036132812]"
"[748.9235229492188, 652.2808227539062]","[731.066162109375, 634.4235229492188]","[722.137451171875, 643.3522338867188]","[695.3513793945312, 723.7103881835938]","[686.4227294921875, 679.0669555664062]","[766.7809448242188, 741.5678100585938]","[722.137451171875, 821.9259643554688]","[748.9235229492188, 687.9956665039062]","[677.4940185546875, 786.2112426757812]","[713.2088012695312, 687.9956665039062]","[641.7792358398438, 723.7103881835938]","[1034.6416015625, 821.9259643554688]","[1016.7842407226562, 893.3555297851562]","[1222.14404296875, 696.9242553710938]","[1231.07275390625, 732.6390991210938]","[1400.7177734375, 911.2128295898438]","[1409.646484375, 929.0702514648438]"
"[740.5924682617188, 652.4203491210938]","[731.6713256835938, 634.5780639648438]","[713.8289184570312, 643.4992065429688]","[695.9865112304688, 723.7898559570312]","[687.0653686523438, 679.1838989257812]","[767.3560180664062, 741.6321411132812]","[722.7500610351562, 813.0016479492188]","[749.5136108398438, 688.1051635742188]","[678.1442260742188, 786.2380981445312]","[713.8289184570312, 688.1051635742188]","[642.45947265625, 723.7898559570312]","[1034.991455078125, 821.9227905273438]","[1017.1491088867188, 893.2922973632812]","[1222.336181640625, 697.0263061523438]","[1231.2574462890625, 732.7109985351562]","[1400.7598876953125, 911.1347045898438]","[1409.68115234375, 928.9769897460938]"
"[735.2247314453125, 662.5341186523438]","[726.2219848632812, 644.5286254882812]","[708.2164916992188, 662.5341186523438]","[690.2109375, 725.5532836914062]","[681.2081909179688, 698.5451049804688]","[771.2357788085938, 743.5588989257812]","[726.2219848632812, 824.5836791992188]","[744.2274780273438, 698.5451049804688]","[672.2054443359375, 788.5725708007812]","[708.2164916992188, 698.5451049804688]","[636.1944580078125, 716.5505981445312]","[1041.318359375, 824.5836791992188]","[1023.3128051757812, 896.6056518554688]","[1230.3760986328125, 698.5451049804688]","[1230.3760986328125, 734.5560913085938]","[1410.43115234375, 905.6084594726562]","[1410.43115234375, 932.6167602539062]"
"[721.9216918945312, 659.055419921875]","[712.6532592773438, 649.7869873046875]","[694.1163940429688, 668.3238525390625]","[675.57958984375, 751.7396240234375]","[666.3112182617188, 705.3975219726562]","[777.5322875976562, 751.7396240234375]","[721.9216918945312, 835.1554565429688]","[758.9954223632812, 705.3975219726562]","[675.57958984375, 788.8132934570312]","[703.3848266601562, 714.6659545898438]","[638.5059204101562, 742.47119140625]","[1037.0479736328125, 825.886962890625]","[1018.51123046875, 890.7659912109375]","[1231.684814453125, 696.1290893554688]","[1231.684814453125, 733.2028198242188]","[1398.516357421875, 909.3027954101562]","[1417.05322265625, 927.839599609375]"
"[722.3140258789062, 659.0042724609375]","[713.0490112304688, 649.7393188476562]","[694.5189819335938, 668.269287109375]","[675.9890747070312, 751.6541748046875]","[666.7240600585938, 705.3292236328125]","[777.9039916992188, 751.6541748046875]","[722.3140258789062, 835.0391235351562]","[759.3739624023438, 705.3292236328125]","[675.9890747070312, 788.7141723632812]","[703.7839965820312, 714.59423828125]","[629.6641235351562, 742.3892211914062]","[1037.32373046875, 825.7741088867188]","[1028.05859375, 890.6289672851562]","[1231.888427734375, 696.0642700195312]","[1231.888427734375, 733.1242065429688]","[1398.658203125, 909.1589965820312]","[1417.188232421875, 927.68896484375]"
"[716.3735961914062, 669.4249877929688]","[716.3735961914062, 660.1002807617188]","[688.3994750976562, 669.4249877929688]","[669.7501220703125, 753.3472290039062]","[669.7501220703125, 706.7238159179688]","[772.32177734375, 753.3472290039062]","[725.6983032226562, 846.5941772460938]","[762.9970703125, 706.7238159179688]","[679.0748291015625, 799.9707641601562]","[707.0488891601562, 716.0485229492188]","[632.4513549804688, 753.3472290039062]","[1033.4130859375, 827.9447631835938]","[1024.08837890625, 883.8928833007812]","[1229.231689453125, 697.3991088867188]","[1229.231689453125, 734.6978149414062]","[1397.076171875, 902.5422973632812]","[1415.7255859375, 930.5164184570312]"
"[693.7233276367188, 695.9029541015625]","[693.7233276367188, 686.40087890625]","[665.2169799804688, 695.9029541015625]","[646.2127075195312, 762.4178466796875]","[655.71484375, 752.9157104492188]","[769.7402954101562, 781.4220581054688]","[712.7276000976562, 876.4432373046875]","[750.736083984375, 724.4093017578125]","[665.2169799804688, 828.9326782226562]","[693.7233276367188, 733.9114990234375]","[617.7063598632812, 762.4178466796875]","[1035.799560546875, 828.9326782226562]","[1026.2974853515625, 895.447509765625]","[1235.343994140625, 705.4051513671875]","[1225.842041015625, 724.4093017578125]","[1415.88427734375, 904.9496459960938]","[1415.88427734375, 933.4559936523438]"
"[693.5610961914062, 695.61767578125]","[693.5610961914062, 686.09716796875]","[664.9995727539062, 695.61767578125]","[645.9586791992188, 762.260986328125]","[655.4791259765625, 752.7405395507812]","[769.7249145507812, 781.302001953125]","[712.6019897460938, 876.5067749023438]","[750.6838989257812, 724.1791381835938]","[664.9995727539062, 828.9043579101562]","[693.5610961914062, 733.6995849609375]","[617.397216796875, 762.260986328125]","[1036.2982177734375, 828.9043579101562]","[1026.77783203125, 895.5477294921875]","[1226.707763671875, 705.13818359375]","[1226.707763671875, 724.1791381835938]","[1407.596923828125, 905.0682373046875]","[1417.117431640625, 933.629638671875]"
"[689.2815551757812, 711.50830078125]","[689.2815551757812, 701.9465942382812]","[670.1581420898438, 711.50830078125]","[670.1581420898438, 768.8784790039062]","[651.0347290039062, 759.3167724609375]","[765.775146484375, 788.0018920898438]","[708.4049682617188, 893.1805419921875]","[746.6517333984375, 730.6317138671875]","[670.1581420898438, 845.3720703125]","[689.2815551757812, 740.193359375]","[612.7879028320312, 759.3167724609375]","[1033.502685546875, 826.2486572265625]","[1023.9409790039062, 902.7422485351562]","[1224.736572265625, 701.9465942382812]","[1224.736572265625, 730.6317138671875]","[1415.970703125, 902.7422485351562]","[1415.970703125, 940.989013671875]"
"[678.5847778320312, 720.1597290039062]","[678.5847778320312, 710.3875732421875]","[659.04052734375, 720.1597290039062]","[629.7241821289062, 778.7923583984375]","[639.4962768554688, 778.7923583984375]","[746.9895629882812, 788.5645141601562]","[707.9010620117188, 896.0577392578125]","[707.9010620117188, 729.9318237304688]","[678.5847778320312, 866.7413940429688]","[678.5847778320312, 739.7039794921875]","[610.1799926757812, 808.1087036132812]","[1030.380615234375, 827.6529541015625]","[1020.6085815429688, 905.8297729492188]","[1225.8228759765625, 700.615478515625]","[1225.8228759765625, 729.9318237304688]","[1401.7208251953125, 905.8297729492188]","[1421.26513671875, 935.1461181640625]"
"[662.5031127929688, 742.7711791992188]","[652.5784301757812, 722.9217529296875]","[642.6537475585938, 742.7711791992188]","[652.5784301757812, 782.469970703125]","[632.7290649414062, 802.3193359375]","[751.8253784179688, 802.3193359375]","[712.1265258789062, 901.5662841796875]","[731.9760131835938, 742.7711791992188]","[682.3524780273438, 881.7169189453125]","[672.4277954101562, 742.7711791992188]","[622.8043212890625, 832.0933837890625]","[1029.716796875, 822.1687622070312]","[1019.7921752929688, 901.5662841796875]","[1228.2105712890625, 703.0723876953125]","[1228.2105712890625, 732.8464965820312]","[1426.7044677734375, 871.7921752929688]","[1416.7799072265625, 921.4156494140625]"
"[663.6615600585938, 742.656005859375]","[653.759033203125, 722.8510131835938]","[643.8565063476562, 742.656005859375]","[653.759033203125, 782.26611328125]","[633.9539794921875, 802.0711669921875]","[742.8817749023438, 802.0711669921875]","[713.1741943359375, 901.096435546875]","[732.979248046875, 742.656005859375]","[673.5640869140625, 881.2913818359375]","[673.5640869140625, 742.656005859375]","[614.14892578125, 831.7787475585938]","[1030.054931640625, 821.876220703125]","[1020.1524658203125, 901.096435546875]","[1228.10546875, 703.0458984375]","[1228.10546875, 732.7534790039062]","[1416.25341796875, 901.096435546875]","[1416.25341796875, 930.803955078125]"
"[653.68896484375, 741.0787963867188]","[633.1741333007812, 730.8212890625]","[633.1741333007812, 751.336181640625]","[643.4315185546875, 771.85107421875]","[622.9166870117188, 812.8807983398438]","[746.005859375, 812.8807983398438]","[704.9761352539062, 894.9402465820312]","[684.4612426757812, 741.0787963867188]","[663.9463500976562, 884.682861328125]","[663.9463500976562, 782.1085205078125]","[602.4017944335938, 843.653076171875]","[1022.95654296875, 833.3956298828125]","[1022.95654296875, 894.9402465820312]","[1228.105224609375, 710.3064575195312]","[1228.105224609375, 730.8212890625]","[1443.51123046875, 843.653076171875]","[1412.739013671875, 925.7125244140625]"
"[630.6768188476562, 758.1470336914062]","[619.9867553710938, 747.45703125]","[609.2966918945312, 768.8370971679688]","[630.6768188476562, 865.04736328125]","[609.2966918945312, 832.977294921875]","[748.2671508789062, 800.9072265625]","[694.8170166015625, 897.117431640625]","[812.4074096679688, 811.5972290039062]","[609.2966918945312, 907.8074951171875]","[598.6067504882812, 811.5972290039062]","[577.2266235351562, 843.6673583984375]","[1026.2080078125, 822.2872924804688]","[1015.5180053710938, 897.117431640625]","[1240.0086669921875, 704.6968994140625]","[1218.6285400390625, 715.386962890625]","[1421.7392578125, 897.117431640625]","[1421.7392578125, 929.1875610351562]"
"[630.6420288085938, 757.0325317382812]","[619.9523315429688, 746.3428344726562]","[609.2625732421875, 767.7222900390625]","[630.6420288085938, 863.9298095703125]","[609.2625732421875, 831.8606567382812]","[748.2290649414062, 810.481201171875]","[694.7804565429688, 895.9990844726562]","[812.3673706054688, 810.481201171875]","[619.9523315429688, 906.6887817382812]","[598.5728149414062, 810.481201171875]","[577.1934204101562, 842.5504150390625]","[1026.161865234375, 821.1709594726562]","[1015.4722290039062, 895.9990844726562]","[1239.95654296875, 703.5839233398438]","[1218.5770263671875, 714.273681640625]","[1421.681884765625, 906.6887817382812]","[1421.681884765625, 938.7579345703125]"
"[626.6527709960938, 769.1979370117188]","[594.3639526367188, 769.1979370117188]","[594.3639526367188, 779.9608764648438]","[615.8898315429688, 876.8274536132812]","[605.1268920898438, 833.7756958007812]","[745.0453491210938, 812.2496948242188]","[701.9935302734375, 898.3534545898438]","[809.6231079101562, 812.2496948242188]","[605.1268920898438, 909.1163330078125]","[594.3639526367188, 812.2496948242188]","[583.6009521484375, 855.3015747070312]","[1024.8822021484375, 823.0126953125]","[1014.1193237304688, 887.5904541015625]","[1240.141357421875, 704.6201171875]","[1218.615478515625, 715.3831176757812]","[1423.111572265625, 898.3534545898438]","[1412.348876953125, 930.6422729492188]"
"[612.3020629882812, 776.7789306640625]","[579.8997802734375, 776.7789306640625]","[590.7005004882812, 776.7789306640625]","[623.1028442382812, 863.18505859375]","[601.5012817382812, 830.78271484375]","[752.7120971679688, 809.18115234375]","[698.708251953125, 906.3880615234375]","[839.1182250976562, 819.98193359375]","[590.7005004882812, 917.1888427734375]","[590.7005004882812, 830.78271484375]","[569.0989990234375, 852.38427734375]","[1022.7313232421875, 819.98193359375]","[1011.9305419921875, 895.5872802734375]","[1238.74658203125, 701.1734619140625]","[1227.94580078125, 711.9742431640625]","[1433.1605224609375, 884.78662109375]","[1422.3597412109375, 938.7904052734375]"
"[611.4188232421875, 776.261474609375]","[589.681396484375, 776.261474609375]","[589.681396484375, 787.1301879882812]","[633.1561889648438, 819.7362670898438]","[611.4188232421875, 830.60498046875]","[752.7119140625, 819.7362670898438]","[698.368408203125, 906.6858520507812]","[839.6614990234375, 819.7362670898438]","[589.681396484375, 928.4232788085938]","[589.681396484375, 830.60498046875]","[567.9440307617188, 852.3424072265625]","[1024.4293212890625, 819.7362670898438]","[1013.5606689453125, 895.8171997070312]","[1230.9345703125, 700.1806030273438]","[1220.06591796875, 721.91796875]","[1437.43994140625, 863.2110595703125]","[1415.7025146484375, 928.4232788085938]"
