Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[262.053, 131.812, 0.892574]","[261.059, 158.617, 0.845333]","[242.158, 157.645, 0.863549]","[236.186, 193.405, 0.837617]","[234.222, 219.281, 0.895801]","[281.945, 158.62, 0.875115]","[281.95, 192.435, 0.830244]","[281.95, 221.27, 0.859572]","[258.085, 216.316, 0.760559]","[245.163, 215.315, 0.686678]","[250.131, 266.06, 0.835944]","[251.109, 313.762, 0.860537]","[269.024, 217.308, 0.712109]","[266.046, 266.993, 0.853945]","[265.014, 313.756, 0.818928]","[258.076, 129.759, 0.914708]","[266.071, 128.805, 0.90644]","[251.096, 130.784, 0.917104]","[273.938, 130.752, 0.858885]","[262.04, 322.765, 0.720357]","[267.075, 322.701, 0.793813]","[263.04, 316.746, 0.579942]","[251.097, 323.706, 0.747607]","[244.164, 322.736, 0.759756]","[252.141, 316.776, 0.629085]"
"[262.052, 131.811, 0.892788]","[261.069, 158.612, 0.844239]","[242.165, 157.63, 0.87128]","[236.183, 192.44, 0.834599]","[234.228, 219.264, 0.901078]","[281.946, 158.626, 0.873368]","[281.958, 191.453, 0.835083]","[281.953, 221.272, 0.862132]","[258.103, 216.315, 0.76382]","[246.144, 215.315, 0.682856]","[250.135, 266.996, 0.837943]","[251.109, 313.766, 0.862014]","[269.994, 217.3, 0.706575]","[266.044, 266.996, 0.855239]","[265.012, 313.76, 0.819313]","[258.076, 129.757, 0.914655]","[266.072, 128.805, 0.907064]","[251.098, 130.788, 0.914323]","[273.939, 130.752, 0.861112]","[262.041, 322.768, 0.71984]","[267.074, 322.704, 0.792814]","[263.036, 316.751, 0.579543]","[251.096, 323.71, 0.746862]","[244.163, 322.738, 0.759321]","[252.141, 317.729, 0.62914]"
"[262.055, 131.801, 0.89559]","[261.077, 157.641, 0.848499]","[242.18, 156.673, 0.879998]","[234.209, 191.455, 0.860068]","[226.216, 219.253, 0.916776]","[281.941, 158.61, 0.875585]","[288.87, 190.461, 0.787995]","[292.865, 223.259, 0.81273]","[258.114, 217.276, 0.78755]","[246.136, 216.294, 0.707182]","[250.153, 266.999, 0.855784]","[251.114, 313.762, 0.866853]","[270.027, 217.314, 0.717828]","[266.035, 267.006, 0.857465]","[265.018, 313.759, 0.82124]","[258.075, 129.751, 0.913052]","[266.07, 128.796, 0.905676]","[251.093, 130.791, 0.917344]","[273.933, 130.757, 0.856455]","[261.073, 322.75, 0.709271]","[267.062, 322.687, 0.780586]","[263.057, 316.745, 0.585741]","[251.095, 323.699, 0.766776]","[244.171, 322.73, 0.772514]","[253.088, 316.775, 0.624186]"
"[261.083, 131.813, 0.892763]","[261.07, 157.644, 0.851296]","[242.176, 156.671, 0.878138]","[229.224, 187.471, 0.85583]","[217.309, 217.262, 0.864337]","[281.941, 157.649, 0.873716]","[290.933, 187.459, 0.863973]","[301.852, 219.33, 0.822119]","[258.117, 217.283, 0.80168]","[246.138, 216.304, 0.7148]","[250.158, 266.99, 0.855733]","[251.114, 313.759, 0.866697]","[270.986, 218.25, 0.720916]","[266.032, 266.993, 0.858569]","[265.018, 313.765, 0.822543]","[258.06, 129.76, 0.914505]","[266.06, 129.744, 0.913912]","[251.085, 130.808, 0.921852]","[273.928, 130.776, 0.883566]","[262.035, 322.759, 0.717911]","[267.068, 322.695, 0.792642]","[263.053, 316.755, 0.582667]","[251.1, 323.698, 0.763683]","[244.177, 322.726, 0.767708]","[252.143, 316.772, 0.627957]"
"[262.057, 131.805, 0.893773]","[262.035, 157.642, 0.845369]","[242.184, 156.675, 0.882053]","[235.195, 191.427, 0.851907]","[227.26, 219.258, 0.909908]","[281.953, 158.613, 0.878513]","[284.933, 191.435, 0.776686]","[289.902, 224.257, 0.841074]","[258.12, 217.274, 0.765675]","[246.153, 215.324, 0.694329]","[250.154, 266.995, 0.844529]","[251.114, 313.759, 0.863163]","[270.985, 218.251, 0.700613]","[266.042, 267.006, 0.852338]","[265.023, 313.757, 0.82111]","[258.077, 129.753, 0.911834]","[266.978, 128.804, 0.908313]","[251.094, 130.786, 0.911697]","[273.937, 130.76, 0.862319]","[262.05, 322.763, 0.712212]","[268, 322.697, 0.78172]","[263.053, 316.746, 0.58611]","[251.097, 323.708, 0.755572]","[244.17, 322.734, 0.767804]","[253.09, 316.772, 0.626913]"
"[262.034, 131.775, 0.903021]","[261.07, 157.62, 0.854176]","[242.157, 156.633, 0.885905]","[226.201, 183.5, 0.843206]","[206.367, 210.29, 0.819302]","[281.95, 157.643, 0.875531]","[297.888, 185.471, 0.870333]","[313.783, 213.322, 0.844049]","[258.115, 217.302, 0.805495]","[246.159, 216.314, 0.713002]","[250.159, 267.005, 0.854057]","[251.112, 313.763, 0.865732]","[270.008, 218.271, 0.727225]","[266.039, 267.014, 0.854279]","[265.02, 313.769, 0.823699]","[258.057, 128.795, 0.900261]","[266.056, 128.773, 0.902433]","[251.1, 130.82, 0.918948]","[273.009, 130.776, 0.882555]","[262.035, 322.759, 0.714592]","[267.07, 322.696, 0.786583]","[263.048, 316.759, 0.5825]","[251.105, 323.699, 0.764207]","[244.178, 322.728, 0.764783]","[252.139, 316.773, 0.62638]"
"[261.071, 132.75, 0.885192]","[261.048, 157.643, 0.851381]","[242.149, 157.623, 0.866502]","[235.213, 192.434, 0.837943]","[233.222, 218.257, 0.848959]","[281.937, 157.643, 0.878384]","[281.958, 191.459, 0.831851]","[282.912, 220.313, 0.848359]","[258.065, 215.31, 0.749231]","[244.175, 214.319, 0.705123]","[250.121, 266.04, 0.832649]","[251.107, 313.758, 0.857335]","[269.015, 216.302, 0.697438]","[266.03, 266.067, 0.845794]","[265.018, 313.759, 0.818365]","[258.061, 129.779, 0.924579]","[266.052, 129.767, 0.922399]","[251.073, 130.775, 0.91793]","[272.998, 130.744, 0.861536]","[261.066, 322.767, 0.728235]","[267.065, 322.702, 0.804322]","[263.049, 316.75, 0.581218]","[251.091, 323.71, 0.743422]","[244.159, 322.736, 0.75578]","[252.141, 316.77, 0.625034]"
"[262.032, 131.747, 0.907187]","[261.076, 156.671, 0.860262]","[242.143, 155.698, 0.889598]","[221.286, 180.486, 0.817921]","[201.354, 203.427, 0.841587]","[281.97, 157.627, 0.883847]","[299.862, 180.543, 0.813052]","[321.682, 209.354, 0.859728]","[259.034, 217.304, 0.80522]","[247.137, 216.304, 0.710753]","[250.16, 266.999, 0.851952]","[251.11, 313.762, 0.866299]","[270.989, 218.278, 0.728093]","[266.043, 267, 0.855569]","[265.019, 313.767, 0.823331]","[258.055, 128.773, 0.892431]","[266.053, 127.792, 0.896557]","[251.115, 130.826, 0.907705]","[273.004, 130.782, 0.876805]","[261.075, 322.763, 0.708459]","[267.066, 322.7, 0.784435]","[263.048, 316.758, 0.580562]","[251.104, 323.7, 0.76602]","[244.176, 322.728, 0.766753]","[252.135, 316.772, 0.627937]"
"[261.061, 130.806, 0.913903]","[261.067, 155.679, 0.882219]","[242.16, 155.633, 0.893651]","[217.3, 171.568, 0.827573]","[187.46, 190.462, 0.83365]","[281.973, 156.622, 0.891608]","[306.775, 174.54, 0.815696]","[333.647, 194.466, 0.833426]","[259.027, 217.285, 0.793697]","[247.117, 216.288, 0.698711]","[250.159, 266.998, 0.850229]","[251.111, 313.762, 0.867377]","[270.985, 218.263, 0.717283]","[266.042, 266.994, 0.85497]","[265.019, 313.769, 0.823896]","[258.043, 127.784, 0.884605]","[266.038, 125.833, 0.896726]","[251.121, 130.811, 0.90032]","[272.988, 130.781, 0.866782]","[262.04, 322.763, 0.716591]","[267.072, 322.7, 0.789884]","[263.044, 316.764, 0.5813]","[251.104, 323.696, 0.766794]","[244.177, 322.727, 0.766897]","[252.136, 316.775, 0.629562]"
"[261.079, 131.832, 0.884922]","[261.061, 157.655, 0.845955]","[242.158, 157.63, 0.867579]","[235.216, 192.443, 0.838794]","[233.22, 218.303, 0.869102]","[281.948, 158.614, 0.877018]","[281.956, 192.429, 0.828257]","[281.968, 221.263, 0.856159]","[258.068, 216.305, 0.75958]","[244.172, 215.308, 0.707801]","[250.128, 266.035, 0.84138]","[251.109, 313.757, 0.856566]","[269.026, 217.303, 0.712733]","[266.037, 266.066, 0.85321]","[265.015, 313.759, 0.817944]","[258.064, 129.776, 0.921542]","[266.056, 129.762, 0.917201]","[251.082, 130.778, 0.915336]","[273.008, 130.744, 0.86361]","[261.071, 322.768, 0.723585]","[267.066, 322.703, 0.799555]","[263.044, 316.747, 0.582267]","[251.09, 323.71, 0.742647]","[244.16, 322.737, 0.754701]","[252.144, 316.77, 0.625148]"
"[261.057, 130.788, 0.906496]","[260.1, 154.651, 0.902774]","[242.178, 154.606, 0.867428]","[211.35, 162.611, 0.775089]","[178.541, 167.559, 0.764572]","[280.958, 154.675, 0.891284]","[306.833, 163.568, 0.827519]","[340.607, 172.554, 0.78432]","[259.032, 215.295, 0.766474]","[247.145, 213.327, 0.697628]","[250.157, 266.985, 0.842625]","[251.106, 313.761, 0.867001]","[270.023, 216.305, 0.690032]","[266.041, 266.053, 0.848769]","[265.015, 313.764, 0.819822]","[258.033, 126.812, 0.878237]","[266.022, 125.796, 0.901309]","[251.107, 130.805, 0.912063]","[272.95, 130.748, 0.832887]","[262.034, 322.758, 0.706489]","[267.069, 322.695, 0.779842]","[263.041, 316.758, 0.581526]","[251.1, 323.7, 0.763874]","[244.17, 322.73, 0.766304]","[252.131, 316.772, 0.632508]"
"[260.058, 127.799, 0.858642]","[260.049, 153.638, 0.885556]","[243.13, 151.679, 0.855331]","[223.263, 130.747, 0.755811]","[202.406, 105.932, 0.884693]","[276.953, 154.592, 0.82441]","[299.854, 130.789, 0.759819]","[320.687, 108.905, 0.766413]","[258.073, 215.321, 0.763168]","[246.126, 214.325, 0.692604]","[250.149, 266.994, 0.843781]","[251.099, 313.768, 0.867542]","[268.03, 216.308, 0.709635]","[266.035, 266.993, 0.843543]","[265.008, 313.775, 0.822674]","[257.071, 123.863, 0.903219]","[265.987, 123.835, 0.935848]","[250.135, 130.806, 0.92192]","[270.986, 130.789, 0.819516]","[261.068, 323.691, 0.719826]","[267.06, 322.712, 0.793371]","[263.03, 316.771, 0.582319]","[251.108, 323.703, 0.747556]","[244.185, 322.736, 0.744475]","[252.12, 317.733, 0.633575]"
"[260.096, 129.751, 0.850979]","[260.057, 153.635, 0.890967]","[243.123, 151.657, 0.854102]","[219.332, 132.781, 0.736253]","[196.412, 108.919, 0.849067]","[277.948, 154.6, 0.823882]","[302.82, 136.744, 0.638849]","[324.719, 115.851, 0.811296]","[258.096, 216.297, 0.774213]","[246.157, 215.299, 0.692661]","[250.154, 267, 0.846195]","[251.098, 313.77, 0.867252]","[268.999, 217.276, 0.706472]","[266.034, 266.996, 0.845461]","[265.01, 313.774, 0.820964]","[258.018, 124.804, 0.888468]","[266.004, 123.865, 0.924818]","[250.16, 130.782, 0.900595]","[271.977, 130.784, 0.824375]","[261.073, 323.698, 0.717329]","[267.068, 322.716, 0.789631]","[263.033, 316.772, 0.579253]","[251.111, 323.707, 0.743899]","[244.183, 322.74, 0.743688]","[252.117, 317.737, 0.629707]"
"[259.123, 126.814, 0.871837]","[259.119, 153.661, 0.901488]","[243.113, 152.67, 0.861424]","[223.261, 130.74, 0.743305]","[204.366, 105.919, 0.854281]","[276.007, 154.605, 0.831621]","[298.887, 130.748, 0.741774]","[316.747, 107.959, 0.775848]","[258.057, 217.282, 0.781748]","[245.149, 216.298, 0.711329]","[250.132, 267.009, 0.84924]","[251.101, 313.762, 0.869393]","[268.017, 218.251, 0.729129]","[266.01, 267.004, 0.843841]","[265.005, 313.771, 0.822359]","[257.042, 123.854, 0.899237]","[265.977, 123.831, 0.933751]","[250.109, 131.749, 0.915853]","[269.999, 131.735, 0.805528]","[261.054, 323.691, 0.723326]","[267.051, 322.71, 0.804822]","[263.034, 316.764, 0.588577]","[251.091, 323.704, 0.759278]","[244.171, 322.733, 0.763212]","[252.126, 316.768, 0.63743]"
"[259.097, 126.799, 0.885673]","[259.072, 153.661, 0.914373]","[242.176, 152.669, 0.854273]","[221.265, 130.761, 0.741084]","[203.364, 105.911, 0.832943]","[275.037, 154.609, 0.841102]","[299.825, 130.77, 0.772565]","[316.767, 108.922, 0.75821]","[258.024, 216.302, 0.750408]","[244.169, 215.313, 0.707398]","[250.087, 267.009, 0.830699]","[251.092, 313.77, 0.865997]","[267.064, 217.281, 0.725494]","[265.987, 267.011, 0.832303]","[264.052, 313.757, 0.809513]","[256.062, 123.835, 0.895833]","[265.974, 123.824, 0.930582]","[250.07, 131.77, 0.882944]","[269.032, 131.776, 0.808026]","[261.045, 322.758, 0.720746]","[267.042, 322.693, 0.803444]","[262.062, 316.743, 0.580797]","[251.088, 323.708, 0.759755]","[244.167, 322.738, 0.764411]","[252.117, 316.767, 0.637052]"
"[259.077, 126.783, 0.890277]","[259.046, 153.654, 0.912009]","[242.154, 152.661, 0.850506]","[220.281, 130.748, 0.762832]","[203.351, 105.927, 0.825692]","[275.013, 154.6, 0.841619]","[298.891, 130.79, 0.774026]","[317.761, 109.917, 0.710243]","[257.071, 215.297, 0.728706]","[244.143, 214.308, 0.717918]","[250.059, 266.99, 0.815507]","[251.078, 313.778, 0.849531]","[267.015, 216.291, 0.729808]","[265.983, 266.038, 0.820539]","[264.031, 313.763, 0.798893]","[255.096, 123.836, 0.889796]","[265.049, 123.834, 0.928187]","[250.06, 131.797, 0.863839]","[269.006, 131.826, 0.816742]","[260.095, 322.766, 0.714638]","[267.039, 322.701, 0.795478]","[262.041, 316.749, 0.570502]","[251.101, 323.709, 0.729149]","[244.171, 322.744, 0.728942]","[252.089, 316.775, 0.618615]"
"[259.101, 126.796, 0.885418]","[259.085, 153.657, 0.909354]","[242.181, 152.654, 0.854765]","[221.292, 130.746, 0.748078]","[203.384, 105.898, 0.851273]","[275.967, 154.613, 0.843606]","[298.863, 130.791, 0.796749]","[317.727, 107.955, 0.758764]","[258.038, 216.285, 0.75435]","[244.183, 214.332, 0.702563]","[250.119, 267.014, 0.838742]","[251.102, 313.767, 0.866454]","[267.079, 216.316, 0.71746]","[266.006, 267.008, 0.840519]","[264.054, 313.764, 0.810844]","[256.074, 123.841, 0.898449]","[265.976, 123.829, 0.92843]","[250.086, 131.774, 0.886732]","[269.037, 131.783, 0.794643]","[261.056, 322.759, 0.715978]","[267.045, 322.697, 0.798699]","[262.064, 316.752, 0.577465]","[251.098, 323.702, 0.753446]","[244.177, 322.734, 0.756594]","[252.126, 316.774, 0.629014]"
"[259.084, 126.788, 0.889336]","[259.055, 153.656, 0.913371]","[242.164, 152.66, 0.851146]","[220.296, 130.735, 0.734924]","[203.349, 105.89, 0.820603]","[275.016, 154.605, 0.84346]","[298.878, 130.79, 0.780136]","[317.739, 108.924, 0.754282]","[257.089, 215.295, 0.737585]","[244.153, 214.303, 0.716144]","[250.08, 267.003, 0.825716]","[251.092, 313.781, 0.862296]","[267.035, 216.289, 0.730998]","[265.988, 266.99, 0.827807]","[264.046, 313.767, 0.809561]","[255.1, 123.837, 0.891528]","[265.973, 123.832, 0.93147]","[250.062, 131.793, 0.870096]","[269.024, 131.823, 0.808363]","[261.043, 322.762, 0.721366]","[267.039, 322.7, 0.802486]","[262.057, 316.75, 0.575389]","[251.102, 323.708, 0.746553]","[244.182, 322.743, 0.743718]","[252.113, 317.728, 0.626941]"
"[260.097, 130.767, 0.903274]","[260.102, 154.592, 0.882987]","[242.177, 153.618, 0.844439]","[211.303, 154.654, 0.715358]","[171.569, 155.614, 0.599011]","[280.951, 154.627, 0.874956]","[308.789, 156.671, 0.7322]","[343.606, 161.623, 0.758209]","[259.028, 213.338, 0.769661]","[247.136, 212.351, 0.705352]","[250.159, 266.044, 0.850702]","[251.105, 313.766, 0.864486]","[270.01, 215.299, 0.687486]","[266.046, 266.039, 0.846702]","[265.006, 313.771, 0.814508]","[258.021, 126.788, 0.874207]","[266.004, 124.842, 0.90431]","[251.103, 130.801, 0.903573]","[271.985, 130.74, 0.833711]","[262.037, 323.69, 0.701401]","[267.069, 322.707, 0.769468]","[263.029, 316.769, 0.570807]","[251.108, 323.71, 0.74632]","[244.178, 322.74, 0.749016]","[252.128, 317.737, 0.625295]"
"[260.1, 130.732, 0.883835]","[260.096, 153.659, 0.876894]","[242.193, 152.636, 0.843585]","[213.322, 145.689, 0.698234]","[180.531, 131.821, 0.840128]","[280.914, 154.604, 0.83706]","[307.824, 147.689, 0.708612]","[341.613, 138.732, 0.777989]","[258.108, 216.294, 0.774965]","[247.12, 214.33, 0.693182]","[250.156, 266.997, 0.851621]","[251.103, 313.773, 0.869265]","[269.027, 217.279, 0.702548]","[266.036, 266.994, 0.849109]","[265.006, 313.771, 0.819196]","[258.02, 125.791, 0.878221]","[266.006, 124.811, 0.917349]","[251.087, 130.788, 0.899315]","[271.985, 130.736, 0.819013]","[262.039, 322.77, 0.70756]","[267.069, 322.707, 0.776879]","[263.026, 316.765, 0.578748]","[251.113, 323.704, 0.746712]","[244.186, 322.737, 0.744281]","[252.126, 317.738, 0.630972]"
"[259.104, 126.808, 0.880597]","[259.104, 153.669, 0.908632]","[242.195, 153.623, 0.864663]","[222.273, 130.754, 0.742797]","[203.429, 105.901, 0.850675]","[275.987, 154.612, 0.839879]","[298.869, 130.758, 0.776838]","[316.748, 107.956, 0.786914]","[258.054, 216.316, 0.77385]","[245.14, 215.324, 0.707515]","[250.136, 267.008, 0.845772]","[251.1, 313.774, 0.869856]","[268.017, 217.292, 0.725972]","[266.013, 267.001, 0.847008]","[264.998, 313.773, 0.816549]","[256.086, 123.85, 0.897218]","[265.974, 123.833, 0.929645]","[250.1, 131.77, 0.903247]","[269.039, 131.756, 0.822558]","[261.06, 323.692, 0.719279]","[267.055, 322.711, 0.800788]","[263.026, 316.766, 0.580757]","[251.095, 323.707, 0.752297]","[244.172, 322.738, 0.758635]","[252.126, 317.733, 0.631168]"
"[259.06, 125.831, 0.893194]","[259.043, 153.658, 0.912675]","[242.143, 152.668, 0.846281]","[220.262, 130.75, 0.784016]","[203.334, 105.923, 0.831111]","[275.027, 154.597, 0.833082]","[299.833, 130.768, 0.775394]","[317.752, 110.879, 0.716426]","[257.046, 215.309, 0.720413]","[243.207, 214.327, 0.723023]","[249.116, 266.988, 0.804572]","[251.07, 313.779, 0.848348]","[266.994, 216.299, 0.733048]","[265.972, 266.055, 0.811217]","[264.029, 313.762, 0.799332]","[255.075, 123.832, 0.886806]","[265.032, 123.83, 0.916624]","[249.137, 131.791, 0.863273]","[268.056, 131.817, 0.83047]","[260.089, 322.757, 0.708603]","[267.038, 322.693, 0.787443]","[262.042, 316.746, 0.577129]","[251.091, 323.704, 0.740066]","[244.163, 322.74, 0.741327]","[251.16, 316.769, 0.624579]"
"[261.045, 129.78, 0.865059]","[260.066, 153.648, 0.895401]","[243.126, 151.666, 0.852355]","[218.322, 137.707, 0.748107]","[194.373, 115.859, 0.86775]","[277.96, 154.612, 0.837602]","[302.834, 139.728, 0.708285]","[330.661, 121.838, 0.839445]","[258.1, 216.284, 0.773389]","[247.114, 214.33, 0.693896]","[250.151, 266.996, 0.846516]","[251.101, 313.767, 0.867375]","[269.007, 216.313, 0.703886]","[266.033, 266.991, 0.846442]","[265.012, 313.771, 0.823857]","[258.026, 124.815, 0.89796]","[266.009, 123.87, 0.928009]","[251.071, 130.77, 0.902695]","[271.979, 130.748, 0.796805]","[261.071, 323.697, 0.719867]","[267.065, 322.714, 0.793043]","[263.036, 316.767, 0.583334]","[251.106, 323.708, 0.751659]","[244.18, 322.74, 0.751376]","[252.127, 317.73, 0.631471]"
"[259.048, 125.833, 0.892198]","[259.04, 153.663, 0.913004]","[242.137, 153.621, 0.850168]","[220.289, 130.768, 0.780802]","[202.423, 105.915, 0.833233]","[275.019, 154.598, 0.833067]","[299.832, 130.782, 0.754184]","[318.719, 109.91, 0.714165]","[257.043, 215.308, 0.720949]","[243.205, 214.326, 0.725913]","[249.11, 266.99, 0.801348]","[251.07, 313.783, 0.847387]","[266.99, 216.296, 0.73516]","[265.97, 266.06, 0.811809]","[264.026, 313.759, 0.798543]","[254.103, 123.835, 0.882482]","[265.022, 123.829, 0.909653]","[249.132, 131.797, 0.862987]","[268.055, 131.812, 0.840861]","[260.086, 322.763, 0.711617]","[267.037, 322.697, 0.790889]","[262.038, 316.746, 0.574096]","[251.091, 323.711, 0.739201]","[244.16, 322.746, 0.74313]","[251.16, 317.727, 0.620926]"
"[259.031, 124.845, 0.908191]","[258.091, 153.658, 0.910257]","[241.16, 152.635, 0.82448]","[220.299, 129.8, 0.784936]","[205.388, 105.891, 0.826729]","[274.959, 154.62, 0.86403]","[296.851, 129.804, 0.762828]","[313.749, 106.899, 0.828668]","[256.094, 216.287, 0.726848]","[243.192, 215.318, 0.734866]","[250.057, 267.003, 0.828669]","[251.092, 313.781, 0.863605]","[266.986, 216.31, 0.745149]","[265.97, 266.057, 0.820764]","[264.042, 313.756, 0.805225]","[254.081, 123.787, 0.885943]","[264.996, 123.802, 0.901383]","[249.098, 131.736, 0.832526]","[268.026, 131.82, 0.821497]","[260.092, 323.69, 0.697583]","[267.032, 322.697, 0.7873]","[262.069, 316.74, 0.578562]","[251.08, 323.724, 0.751272]","[244.154, 322.75, 0.756367]","[252.119, 316.773, 0.634767]"
"[259.034, 125.798, 0.903427]","[258.079, 153.654, 0.906001]","[241.157, 153.619, 0.835765]","[219.282, 125.802, 0.731587]","[208.362, 99.9149, 0.866822]","[274.025, 153.652, 0.842153]","[295.872, 130.779, 0.737052]","[311.761, 100.948, 0.789242]","[256.083, 215.31, 0.722701]","[243.171, 215.31, 0.741226]","[249.095, 266.992, 0.812503]","[251.096, 313.776, 0.868061]","[266.991, 215.321, 0.738661]","[265.981, 266.052, 0.816514]","[265.008, 313.766, 0.82056]","[254.084, 123.794, 0.887193]","[264.047, 123.793, 0.893906]","[249.094, 130.817, 0.843771]","[268.037, 131.734, 0.815789]","[260.093, 323.707, 0.724738]","[267.047, 322.717, 0.801745]","[263.044, 316.755, 0.575094]","[251.084, 323.73, 0.746911]","[244.159, 322.757, 0.758101]","[252.132, 316.765, 0.633421]"
"[259.028, 125.799, 0.898832]","[258.103, 153.668, 0.912165]","[241.178, 152.663, 0.833919]","[220.277, 130.739, 0.786946]","[204.365, 106.885, 0.851115]","[274.961, 154.628, 0.855641]","[297.835, 130.778, 0.768575]","[314.759, 107.864, 0.820799]","[256.097, 215.325, 0.725553]","[243.194, 215.309, 0.734012]","[249.103, 266.05, 0.809845]","[251.07, 313.768, 0.846402]","[266.986, 216.306, 0.743731]","[265.973, 266.034, 0.817214]","[264.041, 313.742, 0.796567]","[253.116, 123.814, 0.884414]","[265, 123.811, 0.900028]","[249.096, 131.788, 0.838739]","[268.035, 132.751, 0.825049]","[260.082, 322.752, 0.703772]","[267.027, 322.683, 0.784485]","[262.052, 315.79, 0.581942]","[251.084, 323.711, 0.738659]","[244.151, 322.742, 0.740577]","[252.088, 316.757, 0.632807]"
"[259.042, 124.804, 0.928023]","[258.066, 153.624, 0.890332]","[241.131, 150.678, 0.808789]","[219.288, 125.807, 0.736053]","[208.359, 100.968, 0.826472]","[274.023, 153.657, 0.845524]","[296.835, 129.783, 0.733423]","[313.744, 99.9915, 0.805983]","[256.087, 215.31, 0.722005]","[243.178, 215.309, 0.73516]","[250.064, 266.995, 0.835644]","[251.095, 313.77, 0.861691]","[266.988, 216.284, 0.740349]","[265.992, 266.066, 0.830655]","[265.003, 313.756, 0.812]","[254.084, 122.869, 0.884193]","[264.054, 122.86, 0.900525]","[249.091, 131.746, 0.849265]","[268.023, 131.763, 0.816386]","[260.087, 323.697, 0.707354]","[267.04, 322.707, 0.789894]","[263.045, 316.747, 0.579014]","[251.097, 323.724, 0.742855]","[244.169, 322.752, 0.745588]","[252.119, 316.762, 0.629468]"
"[258.117, 130.783, 0.933222]","[258.093, 154.654, 0.929374]","[241.174, 154.663, 0.875148]","[219.273, 129.764, 0.763999]","[210.3, 99.9569, 0.891196]","[274.941, 154.664, 0.872366]","[296.827, 132.766, 0.718087]","[306.81, 105.911, 0.869628]","[256.098, 217.31, 0.747683]","[243.191, 217.315, 0.751395]","[249.115, 267.043, 0.800148]","[251.108, 313.789, 0.872853]","[266.997, 217.312, 0.756887]","[265.987, 267.01, 0.820355]","[265.011, 313.782, 0.825566]","[253.116, 127.787, 0.83693]","[264.047, 127.779, 0.848533]","[249.104, 132.785, 0.81637]","[269.001, 133.754, 0.784822]","[261.048, 323.714, 0.732334]","[267.055, 322.725, 0.807692]","[263.051, 316.775, 0.582961]","[250.156, 323.746, 0.760074]","[244.15, 322.762, 0.776255]","[253.097, 317.738, 0.634927]"
"[259.042, 124.807, 0.926794]","[258.068, 153.64, 0.897928]","[241.132, 151.648, 0.807068]","[220.3, 129.768, 0.756858]","[208.329, 103.937, 0.800466]","[274.937, 154.597, 0.852554]","[296.839, 129.787, 0.732468]","[312.765, 104.927, 0.772319]","[256.084, 215.324, 0.724935]","[243.178, 215.318, 0.740199]","[249.118, 266.059, 0.818688]","[251.093, 313.764, 0.860063]","[266.985, 216.3, 0.748818]","[265.983, 266.047, 0.828615]","[264.057, 313.755, 0.80597]","[254.083, 123.77, 0.8849]","[264.992, 122.864, 0.899626]","[249.089, 131.752, 0.843311]","[268.026, 131.764, 0.814897]","[261.041, 322.766, 0.713059]","[267.041, 322.697, 0.796548]","[263.03, 316.745, 0.578594]","[251.079, 323.719, 0.75818]","[244.153, 322.74, 0.765875]","[252.122, 316.761, 0.637653]"
"[258.119, 135.729, 0.887228]","[258.081, 155.678, 0.918779]","[241.143, 155.65, 0.864709]","[219.27, 136.747, 0.804264]","[211.337, 107.928, 0.902329]","[274.957, 155.692, 0.866745]","[298.831, 134.755, 0.796515]","[301.839, 108.913, 0.795058]","[257.042, 218.302, 0.765465]","[243.197, 218.297, 0.764301]","[250.073, 269.036, 0.809048]","[251.118, 313.804, 0.878606]","[267.006, 218.317, 0.766962]","[265.993, 268.047, 0.804719]","[265.023, 313.799, 0.836191]","[254.078, 130.816, 0.892155]","[264.041, 131.734, 0.908251]","[248.144, 136.73, 0.800722]","[269.993, 137.712, 0.799732]","[261.061, 323.715, 0.751731]","[267.066, 322.73, 0.819078]","[263.045, 317.746, 0.59185]","[250.157, 324.692, 0.767022]","[244.156, 322.768, 0.78463]","[253.118, 317.754, 0.636907]"
"[259.04, 126.797, 0.89439]","[259.026, 153.667, 0.912124]","[242.121, 153.621, 0.843054]","[220.271, 130.764, 0.792814]","[203.358, 106.864, 0.84705]","[274.996, 154.609, 0.847054]","[297.867, 131.737, 0.789366]","[315.765, 109.889, 0.787684]","[256.097, 215.314, 0.725367]","[243.194, 215.302, 0.737171]","[249.084, 266.045, 0.798633]","[251.068, 313.766, 0.847269]","[266.987, 216.294, 0.743518]","[265.974, 266.044, 0.819706]","[264.035, 313.752, 0.801489]","[254.096, 123.836, 0.885713]","[265.006, 123.833, 0.903164]","[249.111, 131.787, 0.857796]","[268.043, 131.796, 0.837928]","[260.079, 322.763, 0.723851]","[267.032, 322.698, 0.798458]","[262.043, 316.737, 0.58695]","[251.077, 323.709, 0.750931]","[244.148, 322.74, 0.75903]","[252.088, 316.76, 0.633076]"
