Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[136.099, 101.884, 0.888713]","[136.113, 144.346, 0.908385]","[108.973, 144.311, 0.819328]","[78.2834, 108.988, 0.723792]","[51.2349, 72.4388, 0.829771]","[163.229, 144.362, 0.782785]","[193.916, 108.989, 0.798325]","[224.521, 79.4411, 0.743107]","[134.905, 230.399, 0.685106]","[116.062, 230.402, 0.677775]","[118.458, 308.28, 0.78278]","[126.655, 378.988, 0.803356]","[153.767, 230.396, 0.667144]","[149.073, 307.092, 0.77973]","[146.726, 378.969, 0.796707]","[127.901, 99.5206, 0.906407]","[144.333, 99.5308, 0.908445]","[120.785, 110.179, 0.760236]","[151.416, 114.854, 0.790951]","[145.534, 396.673, 0.778916]","[154.933, 393.152, 0.78859]","[145.5, 382.555, 0.683723]","[123.141, 395.51, 0.662294]","[117.183, 391.991, 0.735563]","[129.035, 382.549, 0.718794]"
"[136.101, 101.891, 0.888007]","[136.128, 144.36, 0.910349]","[108.985, 144.354, 0.829916]","[74.7746, 108.956, 0.688053]","[51.2306, 72.4058, 0.825453]","[164.342, 144.343, 0.780666]","[195.042, 108.99, 0.784626]","[223.38, 79.4496, 0.780119]","[134.924, 229.26, 0.68777]","[117.169, 229.261, 0.677125]","[118.459, 309.411, 0.7803]","[126.657, 379.009, 0.80457]","[153.781, 229.26, 0.66974]","[149.063, 307.103, 0.780217]","[146.726, 378.984, 0.797251]","[127.902, 99.5171, 0.904257]","[144.332, 99.5234, 0.906981]","[120.789, 110.165, 0.757496]","[151.422, 113.68, 0.77533]","[145.538, 396.678, 0.776114]","[154.937, 393.153, 0.785056]","[145.501, 382.566, 0.682909]","[123.142, 395.521, 0.671361]","[117.181, 391.999, 0.748757]","[129.035, 382.571, 0.716298]"
"[136.115, 100.757, 0.88488]","[136.145, 144.313, 0.899434]","[110.14, 144.343, 0.825154]","[79.4624, 110.142, 0.728561]","[51.1829, 74.7764, 0.792495]","[164.338, 142.002, 0.749788]","[193.852, 107.791, 0.761365]","[222.136, 73.6142, 0.642588]","[134.886, 229.227, 0.667852]","[116.043, 229.224, 0.653618]","[118.417, 308.246, 0.80357]","[126.637, 379.012, 0.811288]","[153.752, 229.233, 0.650814]","[149.078, 307.094, 0.785363]","[146.711, 377.809, 0.803345]","[127.902, 99.5417, 0.901708]","[144.362, 99.5319, 0.916035]","[120.78, 112.507, 0.792444]","[151.401, 116.068, 0.824514]","[145.544, 396.679, 0.778585]","[154.943, 393.141, 0.794762]","[145.489, 382.542, 0.691903]","[123.12, 396.661, 0.662346]","[116.063, 392.021, 0.737877]","[129.021, 382.574, 0.724841]"
"[136.113, 103.083, 0.884431]","[136.151, 144.362, 0.913509]","[108.983, 145.465, 0.841063]","[70.0766, 114.854, 0.696199]","[52.4006, 72.4633, 0.697356]","[164.374, 144.341, 0.781794]","[203.274, 109.006, 0.761572]","[225.702, 73.5946, 0.47257]","[136.052, 230.422, 0.703395]","[117.196, 230.419, 0.686309]","[119.6, 310.605, 0.768116]","[126.665, 380.145, 0.809004]","[154.907, 230.43, 0.684591]","[146.766, 307.113, 0.801102]","[146.695, 380.149, 0.800507]","[129.004, 99.517, 0.90919]","[144.339, 99.5314, 0.912202]","[121.934, 108.984, 0.741533]","[152.601, 110.167, 0.807759]","[145.553, 397.857, 0.779168]","[154.947, 393.179, 0.781358]","[144.351, 382.589, 0.64918]","[123.124, 396.657, 0.653333]","[117.176, 392.002, 0.734157]","[129.046, 383.7, 0.704593]"
"[136.118, 101.925, 0.88813]","[136.128, 144.342, 0.908136]","[108.984, 144.351, 0.826794]","[71.2286, 111.329, 0.735642]","[52.3833, 72.4445, 0.811183]","[164.349, 144.314, 0.773291]","[200.925, 108.965, 0.691426]","[222.237, 78.3107, 0.748274]","[134.928, 230.403, 0.690083]","[117.174, 230.398, 0.676232]","[119.58, 309.446, 0.772547]","[126.65, 380.169, 0.815927]","[153.776, 230.409, 0.674589]","[147.903, 307.086, 0.795483]","[146.707, 380.177, 0.81164]","[129.005, 99.5094, 0.904192]","[144.345, 99.5137, 0.91528]","[121.941, 108.999, 0.734513]","[152.601, 110.183, 0.795412]","[145.548, 397.867, 0.791653]","[154.949, 394.316, 0.781769]","[144.362, 383.704, 0.662808]","[123.113, 396.67, 0.66891]","[116.07, 392.014, 0.738732]","[129.033, 383.712, 0.716302]"
"[134.929, 165.565, 0.888054]","[136.082, 184.46, 0.93207]","[108.94, 184.488, 0.859522]","[108.955, 232.786, 0.817753]","[105.456, 200.932, 0.762767]","[164.342, 184.421, 0.846791]","[167.927, 231.633, 0.83125]","[164.426, 197.433, 0.63265]","[136.117, 266.978, 0.77209]","[117.279, 266.953, 0.755578]","[118.4, 324.765, 0.855774]","[126.612, 382.498, 0.807697]","[154.957, 268.145, 0.744927]","[145.482, 324.784, 0.850057]","[146.672, 382.563, 0.824323]","[127.876, 160.848, 0.846164]","[138.487, 158.525, 0.820568]","[118.451, 158.498, 0.747285]","[150.239, 156.174, 0.789155]","[146.693, 397.839, 0.714599]","[154.957, 394.309, 0.753256]","[144.326, 388.41, 0.609673]","[124.29, 394.326, 0.655169]","[117.199, 391.982, 0.712551]","[129.014, 387.228, 0.627871]"
"[136.06, 145.518, 0.891452]","[136.133, 173.761, 0.931176]","[108.971, 173.772, 0.865273]","[99.5475, 211.55, 0.842167]","[96.0142, 174.985, 0.755832]","[164.379, 172.66, 0.827679]","[174.985, 216.27, 0.80975]","[175.026, 171.485, 0.812793]","[136.14, 256.343, 0.733656]","[117.263, 255.2, 0.714805]","[118.429, 323.54, 0.833102]","[126.635, 381.384, 0.811273]","[155.006, 256.355, 0.70389]","[145.517, 323.558, 0.823595]","[146.682, 382.527, 0.833136]","[127.886, 138.447, 0.879485]","[140.824, 137.342, 0.843697]","[118.453, 141.985, 0.777507]","[152.583, 140.831, 0.729374]","[146.674, 398.994, 0.771047]","[154.965, 394.326, 0.783229]","[144.353, 387.248, 0.621138]","[124.317, 395.505, 0.6514]","[117.215, 392.009, 0.7063]","[129.036, 386.076, 0.62756]"
"[136.083, 119.62, 0.891247]","[137.266, 156.098, 0.94159]","[109.025, 154.995, 0.886391]","[79.5239, 171.469, 0.836284]","[77.1602, 127.868, 0.718502]","[165.536, 156.116, 0.889509]","[192.719, 173.833, 0.876039]","[193.865, 124.282, 0.689238]","[136.142, 242.229, 0.734282]","[117.278, 242.22, 0.721535]","[119.609, 316.524, 0.812959]","[126.68, 381.31, 0.802264]","[154.973, 242.245, 0.715132]","[145.553, 316.523, 0.844427]","[146.673, 381.369, 0.822427]","[127.891, 116.038, 0.893806]","[143.158, 116.057, 0.861527]","[120.751, 119.626, 0.723522]","[152.586, 119.607, 0.781753]","[145.561, 397.83, 0.765429]","[154.948, 393.165, 0.781311]","[144.348, 384.914, 0.60858]","[124.319, 395.501, 0.659254]","[117.223, 392.007, 0.742876]","[130.19, 384.875, 0.631703]"
"[136.077, 155.008, 0.911416]","[136.135, 179.71, 0.899106]","[109.017, 179.713, 0.83096]","[107.753, 223.339, 0.821177]","[98.3954, 190.348, 0.813184]","[164.379, 178.539, 0.79189]","[172.666, 226.871, 0.795774]","[167.915, 187.98, 0.724929]","[136.098, 261.081, 0.759115]","[117.26, 261.07, 0.755781]","[118.423, 324.709, 0.85411]","[126.659, 381.378, 0.826549]","[154.945, 262.252, 0.722321]","[145.494, 323.593, 0.829611]","[146.662, 382.537, 0.824584]","[127.907, 149.087, 0.860772]","[140.798, 147.928, 0.830509]","[118.464, 151.442, 0.820619]","[151.403, 147.921, 0.768917]","[146.695, 397.839, 0.724495]","[154.951, 393.179, 0.758852]","[144.324, 387.255, 0.607934]","[125.462, 394.327, 0.66723]","[117.23, 391.98, 0.737421]","[129.06, 386.07, 0.62415]"
"[136.076, 117.164, 0.896829]","[137.263, 153.766, 0.915274]","[110.139, 153.74, 0.816713]","[74.7649, 159.663, 0.778248]","[67.7054, 110.165, 0.633298]","[164.401, 153.792, 0.829513]","[197.433, 159.669, 0.755826]","[200.945, 111.328, 0.456666]","[136.141, 241.06, 0.74523]","[117.278, 241.053, 0.726541]","[120.784, 315.363, 0.812441]","[126.661, 381.298, 0.802386]","[154.978, 241.081, 0.722601]","[145.553, 315.338, 0.861905]","[146.683, 381.348, 0.823973]","[127.892, 109.01, 0.911769]","[143.169, 109.002, 0.871581]","[119.639, 117.21, 0.754641]","[152.584, 117.209, 0.802282]","[145.566, 396.695, 0.766304]","[154.958, 393.16, 0.782586]","[144.349, 384.893, 0.614859]","[125.453, 394.344, 0.661069]","[117.221, 391.992, 0.738258]","[129.042, 383.753, 0.646312]"
"[136.102, 108.96, 0.928431]","[137.255, 146.721, 0.929972]","[109.004, 146.684, 0.870624]","[70.0642, 136.032, 0.839417]","[60.6629, 90.0714, 0.669284]","[164.435, 146.732, 0.829488]","[202.155, 134.908, 0.835773]","[211.545, 88.9004, 0.568597]","[136.071, 236.305, 0.691747]","[117.219, 235.138, 0.675076]","[120.771, 314.131, 0.793991]","[126.67, 380.168, 0.81384]","[154.923, 236.324, 0.67865]","[145.57, 312.961, 0.818706]","[146.682, 381.33, 0.822669]","[127.903, 104.252, 0.877566]","[144.326, 104.258, 0.855212]","[121.928, 110.202, 0.73449]","[153.763, 112.519, 0.780975]","[145.565, 397.832, 0.75868]","[154.951, 393.169, 0.775489]","[144.348, 383.74, 0.632283]","[124.285, 394.327, 0.668112]","[117.192, 391.965, 0.75535]","[129.06, 383.723, 0.677736]"
"[136.059, 137.255, 0.899446]","[137.224, 165.605, 0.935729]","[108.933, 165.549, 0.902983]","[94.8305, 200.918, 0.787608]","[88.9316, 164.334, 0.860011]","[164.441, 165.628, 0.879637]","[183.207, 202.131, 0.844132]","[183.257, 162.021, 0.818926]","[136.144, 250.455, 0.761933]","[117.261, 250.46, 0.752736]","[118.478, 321.207, 0.797515]","[126.637, 381.372, 0.802955]","[155.007, 250.471, 0.737194]","[145.532, 320.047, 0.809596]","[146.673, 381.397, 0.824553]","[127.893, 130.229, 0.864355]","[141.975, 130.22, 0.817979]","[119.579, 134.908, 0.799055]","[152.577, 134.894, 0.778658]","[145.568, 399.008, 0.773562]","[154.949, 394.334, 0.77808]","[144.342, 386.071, 0.606218]","[124.307, 396.682, 0.649157]","[117.205, 393.137, 0.714297]","[129.029, 386.067, 0.624548]"
"[136.094, 127.866, 0.917547]","[137.235, 160.858, 0.902701]","[108.93, 158.494, 0.862773]","[87.7676, 186.79, 0.812391]","[81.8536, 145.482, 0.85601]","[165.554, 160.849, 0.837496]","[185.61, 191.48, 0.817515]","[190.338, 145.562, 0.740778]","[137.229, 245.768, 0.729212]","[117.28, 245.75, 0.708468]","[119.576, 317.72, 0.798553]","[126.647, 381.359, 0.804371]","[155.001, 246.911, 0.705549]","[145.551, 317.702, 0.820569]","[146.666, 381.388, 0.830583]","[127.901, 123.122, 0.874077]","[141.999, 121.956, 0.822668]","[119.635, 127.796, 0.78104]","[151.448, 126.655, 0.791651]","[146.688, 397.851, 0.785445]","[154.971, 393.177, 0.793513]","[144.315, 386.058, 0.610418]","[124.302, 395.489, 0.660436]","[117.2, 392.004, 0.732124]","[129.044, 386.057, 0.636965]"
"[136.108, 111.32, 0.888638]","[137.241, 150.226, 0.891696]","[109.018, 147.911, 0.831186]","[71.2382, 146.668, 0.879162]","[62.994, 99.5374, 0.755215]","[164.4, 151.418, 0.804618]","[202.081, 145.559, 0.85153]","[208.032, 99.5652, 0.506473]","[136.099, 239.83, 0.734223]","[117.25, 239.825, 0.706086]","[120.776, 315.32, 0.819955]","[126.672, 380.178, 0.806743]","[154.934, 239.844, 0.706439]","[145.564, 315.282, 0.851431]","[146.678, 381.344, 0.822876]","[128.999, 107.735, 0.899403]","[144.313, 107.754, 0.8873]","[120.773, 113.698, 0.727667]","[153.75, 114.891, 0.787772]","[146.676, 397.837, 0.773744]","[154.972, 393.169, 0.789219]","[144.329, 383.758, 0.611474]","[125.447, 394.345, 0.664792]","[117.221, 391.984, 0.748176]","[129.047, 383.735, 0.666213]"
"[136.105, 104.261, 0.883741]","[137.245, 145.492, 0.921683]","[108.994, 145.499, 0.850393]","[70.0321, 118.384, 0.788031]","[53.5693, 77.1483, 0.551422]","[164.4, 145.503, 0.803675]","[203.273, 116.054, 0.777678]","[222.192, 75.9727, 0.518826]","[136.072, 231.596, 0.721228]","[117.227, 231.575, 0.70987]","[119.615, 311.769, 0.769298]","[126.669, 380.167, 0.813934]","[154.921, 231.625, 0.702077]","[146.717, 309.415, 0.800442]","[146.699, 381.307, 0.815134]","[128.998, 99.5441, 0.91345]","[144.335, 99.5643, 0.911546]","[121.935, 108.998, 0.750893]","[152.599, 111.341, 0.792377]","[145.561, 397.862, 0.775706]","[154.955, 394.309, 0.778009]","[144.36, 383.73, 0.644116]","[123.131, 396.663, 0.660657]","[117.177, 392.005, 0.737989]","[129.052, 383.721, 0.693581]"
"[136.109, 107.734, 0.895937]","[137.229, 146.679, 0.932245]","[109.004, 145.581, 0.862321]","[68.9079, 126.629, 0.814485]","[60.6389, 84.1979, 0.74575]","[164.353, 146.707, 0.815528]","[203.317, 123.141, 0.788295]","[215.11, 79.4775, 0.495571]","[136.075, 233.95, 0.696698]","[117.235, 232.8, 0.68725]","[119.626, 312.945, 0.774797]","[126.67, 380.157, 0.806444]","[154.92, 233.967, 0.680991]","[146.689, 310.603, 0.805236]","[146.693, 381.329, 0.819342]","[129.006, 100.737, 0.885533]","[144.347, 100.746, 0.880802]","[121.963, 110.159, 0.733864]","[152.618, 112.532, 0.788956]","[145.561, 397.846, 0.763162]","[154.952, 393.184, 0.773614]","[144.355, 383.738, 0.632545]","[123.143, 395.48, 0.657745]","[117.186, 391.975, 0.746817]","[129.061, 383.709, 0.680104]"
"[126.693, 197.41, 0.464154]","[137.245, 204.482, 0.929448]","[110.161, 205.649, 0.842265]","[111.354, 251.677, 0.82063]","[109.011, 226.885, 0.831113]","[164.406, 204.483, 0.839221]","[165.526, 253.998, 0.896495]","[154.999, 223.382, 0.797414]","[137.287, 277.626, 0.82283]","[118.466, 277.554, 0.766421]","[117.272, 325.966, 0.87064]","[125.498, 382.488, 0.812298]","[156.097, 278.807, 0.806832]","[144.356, 325.979, 0.832005]","[145.531, 382.499, 0.831543]","[124.298, 192.695, 0.40115]","[132.552, 192.726, 0.407211]","[118.379, 189.162, 0.219333]","[146.673, 187.965, 0.55927]","[145.545, 395.517, 0.713728]","[154.915, 393.136, 0.750691]","[143.16, 384.916, 0.62004]","[124.283, 394.349, 0.67786]","[117.186, 392.011, 0.726755]","[129.014, 386.056, 0.638033]"
"[126.645, 199.739, 0.26978]","[136.114, 205.646, 0.919863]","[109.009, 206.838, 0.847355]","[110.145, 255.177, 0.836686]","[108.999, 229.238, 0.890711]","[164.337, 204.525, 0.822628]","[165.538, 256.377, 0.90146]","[154.983, 230.383, 0.863374]","[136.109, 278.765, 0.819897]","[118.377, 277.605, 0.801857]","[117.258, 325.995, 0.864364]","[125.464, 382.505, 0.804019]","[154.922, 279.975, 0.765967]","[144.316, 327.114, 0.818347]","[145.549, 382.504, 0.829144]","[123.12, 192.732, 0.209528]","[129.038, 192.727, 0.233192]","[117.272, 191.478, 0.198109]","[143.171, 190.339, 0.376622]","[145.566, 394.348, 0.707145]","[154.917, 392.014, 0.757698]","[143.184, 384.918, 0.61729]","[124.28, 394.337, 0.669413]","[117.183, 392.013, 0.724038]","[127.88, 386.074, 0.636006]"
"[123.128, 189.152, 0.387518]","[136.126, 202.147, 0.951312]","[110.149, 202.163, 0.866359]","[109.013, 250.426, 0.9084]","[108.96, 222.204, 0.888731]","[164.33, 202.148, 0.867651]","[165.543, 250.52, 0.92401]","[156.128, 222.223, 0.839186]","[136.129, 277.593, 0.820871]","[118.39, 276.421, 0.778446]","[117.273, 327.103, 0.859814]","[125.496, 382.495, 0.795423]","[154.941, 278.77, 0.790376]","[144.336, 327.142, 0.811682]","[146.666, 382.543, 0.82756]","[120.776, 184.397, 0.300341]","[127.797, 184.395, 0.437573]","[117.275, 183.252, 0.104124]","[141.991, 183.207, 0.541441]","[146.7, 396.686, 0.709175]","[154.95, 393.172, 0.744532]","[144.329, 387.228, 0.604638]","[123.133, 394.324, 0.655195]","[117.185, 391.983, 0.715385]","[129.01, 386.055, 0.631061]"
"[129.017, 191.495, 0.341338]","[138.436, 200.93, 0.883183]","[111.364, 200.967, 0.82241]","[114.883, 241.015, 0.748989]","[110.182, 261.065, 0.529652]","[165.554, 200.927, 0.836331]","[165.573, 249.247, 0.92041]","[156.119, 220.955, 0.808976]","[138.467, 274.069, 0.752723]","[121.93, 271.696, 0.708239]","[118.411, 324.78, 0.873494]","[126.637, 381.371, 0.82383]","[156.159, 276.428, 0.785235]","[145.51, 324.752, 0.863813]","[146.663, 381.37, 0.823779]","[126.698, 184.459, 0.291154]","[136.103, 184.429, 0.321248]","[119.604, 183.229, 0.218806]","[147.888, 182.057, 0.514455]","[145.547, 396.678, 0.747418]","[154.93, 393.151, 0.763433]","[144.355, 384.881, 0.62334]","[124.307, 395.5, 0.668765]","[117.196, 392.013, 0.726956]","[129.052, 384.906, 0.65502]"
"[123.11, 195.074, 0.408908]","[136.118, 204.516, 0.923223]","[109.017, 205.648, 0.854071]","[109.044, 252.851, 0.848405]","[108.98, 228.076, 0.878788]","[164.348, 204.531, 0.823947]","[165.548, 256.35, 0.898805]","[155.015, 230.393, 0.873208]","[136.114, 278.764, 0.818283]","[118.381, 277.6, 0.797756]","[117.261, 327.111, 0.860055]","[125.481, 382.5, 0.797673]","[154.926, 279.97, 0.765307]","[144.318, 327.131, 0.81288]","[145.555, 382.516, 0.828891]","[120.762, 191.533, 0.274106]","[127.817, 192.668, 0.410641]","[117.235, 189.164, 0.0828434]","[141.982, 187.977, 0.54081]","[146.681, 395.502, 0.705915]","[154.933, 393.129, 0.751358]","[143.174, 386.064, 0.610526]","[123.143, 394.346, 0.656192]","[117.186, 392.004, 0.710359]","[127.893, 386.065, 0.631052]"
"[125.478, 199.764, 0.430742]","[136.135, 204.534, 0.911566]","[109.033, 206.833, 0.84081]","[110.178, 255.186, 0.828793]","[109.007, 229.235, 0.89563]","[164.355, 204.529, 0.824749]","[165.527, 256.352, 0.897915]","[154.967, 229.24, 0.831483]","[136.142, 278.771, 0.818567]","[118.402, 277.6, 0.801446]","[117.27, 325.993, 0.865141]","[125.494, 382.486, 0.818339]","[154.962, 281.109, 0.772986]","[144.31, 327.131, 0.812337]","[145.517, 382.513, 0.82719]","[120.772, 193.844, 0.343153]","[127.904, 193.879, 0.396977]","[117.241, 190.346, 0.159088]","[144.369, 190.332, 0.490952]","[145.525, 395.482, 0.701723]","[153.785, 392.022, 0.744662]","[143.156, 386.06, 0.610362]","[124.3, 394.332, 0.682331]","[117.198, 392.006, 0.732905]","[127.901, 386.052, 0.637397]"
"[123.112, 196.246, 0.528997]","[136.126, 204.465, 0.93731]","[109.038, 204.478, 0.86676]","[109.029, 251.651, 0.86497]","[108.948, 224.559, 0.846362]","[164.35, 204.479, 0.835087]","[165.524, 252.825, 0.906294]","[156.104, 225.732, 0.80715]","[136.148, 278.771, 0.827098]","[118.412, 277.611, 0.800086]","[117.273, 327.11, 0.85912]","[125.494, 382.497, 0.795138]","[154.957, 279.975, 0.777137]","[144.305, 327.136, 0.809681]","[146.662, 382.529, 0.830757]","[119.588, 192.655, 0.429475]","[127.841, 192.696, 0.526442]","[117.173, 186.805, 0.0838162]","[144.317, 185.642, 0.627296]","[146.711, 396.675, 0.714885]","[154.956, 393.158, 0.751782]","[144.327, 386.082, 0.609878]","[123.144, 394.336, 0.650616]","[117.191, 391.996, 0.712833]","[129.007, 386.063, 0.631577]"
"[125.507, 193.928, 0.466161]","[137.317, 203.293, 0.936689]","[111.337, 203.318, 0.842573]","[116.037, 249.252, 0.814013]","[110.184, 229.215, 0.120586, 108.961, 265.77, 0.602704]","[164.444, 203.306, 0.855694]","[165.539, 250.533, 0.922836]","[156.108, 221.039, 0.824727]","[138.461, 277.588, 0.795355]","[121.942, 276.414, 0.731237]","[118.368, 325.913, 0.878992]","[126.613, 381.368, 0.812885]","[156.143, 278.752, 0.814459]","[144.357, 324.796, 0.849494]","[145.563, 381.357, 0.820763]","[123.132, 190.346, 0.311128]","[129.02, 191.521, 0.436999]","[117.252, 184.484, 0.103279]","[145.515, 184.427, 0.60411]","[145.525, 395.492, 0.738991]","[154.911, 392.023, 0.766884]","[144.338, 383.747, 0.618084]","[123.131, 394.347, 0.674469]","[117.175, 391.991, 0.729219]","[129.041, 384.896, 0.644692]"
"[137.303, 184.407, 0.795061]","[136.135, 195.047, 0.930967]","[108.975, 195.067, 0.859858]","[110.134, 242.2, 0.832952]","[108.947, 215.112, 0.805729]","[164.392, 195.05, 0.854578]","[165.58, 242.255, 0.869425]","[157.352, 215.099, 0.774293]","[136.123, 275.221, 0.780726]","[117.28, 272.865, 0.76373]","[118.362, 325.971, 0.856086]","[126.63, 382.493, 0.804133]","[154.963, 277.542, 0.781903]","[145.491, 325.953, 0.851502]","[146.67, 382.539, 0.832019]","[132.557, 178.529, 0.702135]","[143.182, 176.225, 0.726564]","[120.784, 175.016, 0.667869]","[149.093, 173.816, 0.620505]","[146.7, 396.685, 0.732145]","[154.947, 393.173, 0.761838]","[144.334, 386.089, 0.612127]","[123.144, 394.331, 0.642885]","[117.202, 391.981, 0.715776]","[129.048, 386.072, 0.621643]"
"[126.703, 184.49, 0.376341]","[136.14, 199.764, 0.904313]","[109.034, 199.754, 0.828301]","[109.013, 248.102, 0.869415]","[108.962, 219.825, 0.873455]","[164.353, 200.909, 0.822426]","[165.556, 249.263, 0.918864]","[157.304, 222.125, 0.870587]","[136.131, 276.421, 0.800138]","[118.365, 275.216, 0.762044]","[117.271, 325.97, 0.86437]","[126.606, 381.394, 0.800608]","[154.968, 277.61, 0.798954]","[144.351, 325.987, 0.826643]","[145.581, 382.524, 0.832529]","[125.47, 180.908, 0.325992]","[132.568, 180.9, 0.338786]","[118.436, 178.56, 0.249884]","[145.527, 176.193, 0.598635]","[146.686, 396.672, 0.719068]","[154.944, 393.158, 0.763819]","[144.318, 386.068, 0.608403]","[124.28, 394.321, 0.658231]","[117.192, 391.981, 0.729644]","[129.029, 384.917, 0.623659]"
"[136.052, 175.063, 0.892141]","[136.121, 191.526, 0.909661]","[108.96, 192.644, 0.868101]","[108.974, 238.663, 0.828824]","[108.93, 211.578, 0.489963, 106.624, 259.935, 0.233643]","[164.388, 191.521, 0.835015]","[166.792, 239.809, 0.848453]","[159.664, 206.828, 0.730409]","[137.229, 269.337, 0.797647]","[118.414, 268.195, 0.785628]","[118.377, 325.938, 0.863268]","[126.634, 382.492, 0.810018]","[154.958, 270.504, 0.769592]","[145.467, 325.901, 0.849976]","[146.659, 382.543, 0.827812]","[127.9, 172.614, 0.844653]","[139.628, 171.455, 0.816714]","[118.467, 166.763, 0.695107]","[150.233, 165.576, 0.789656]","[146.69, 396.701, 0.721126]","[154.94, 393.181, 0.752085]","[144.327, 387.236, 0.611478]","[123.137, 394.347, 0.637216]","[117.199, 391.99, 0.70287]","[129.054, 386.072, 0.626311]"
"[132.546, 189.136, 0.486269]","[139.628, 195.054, 0.869255]","[114.857, 195.086, 0.818493]","[116.04, 238.694, 0.705986]","[116.04, 246.932, 0.344869]","[165.623, 196.22, 0.822069]","[165.634, 244.561, 0.859807]","[156.201, 215.083, 0.759006]","[138.478, 270.523, 0.763142]","[121.931, 269.348, 0.73966]","[118.427, 324.723, 0.860381]","[126.635, 381.365, 0.820469]","[156.171, 274.033, 0.755696]","[145.55, 323.545, 0.835014]","[146.686, 381.349, 0.823333]","[127.889, 183.285, 0.449608]","[137.279, 184.4, 0.51091]","[121.956, 178.566, 0.264655]","[151.406, 179.713, 0.623717]","[146.677, 396.682, 0.770211]","[154.957, 393.144, 0.78129]","[144.365, 383.74, 0.645969]","[124.317, 395.485, 0.687293]","[117.206, 392.005, 0.74092]","[129.048, 384.902, 0.669164]"
"[137.247, 179.731, 0.372986]","[142.004, 192.66, 0.864344]","[117.167, 192.692, 0.862668]","[116.032, 231.617, 0.695255]","[117.204, 250.47, 0.442032]","[166.76, 192.68, 0.848372]","[166.786, 239.867, 0.898355]","[157.352, 211.556, 0.803329]","[138.485, 268.191, 0.787534]","[120.771, 268.113, 0.742702]","[118.464, 323.559, 0.82607]","[126.622, 381.343, 0.828367]","[157.305, 269.376, 0.774285]","[145.574, 322.389, 0.833487]","[146.733, 381.341, 0.818184]","[132.577, 173.87, 0.349765]","[143.15, 173.843, 0.365388]","[126.61, 173.818, 0.346676]","[153.739, 173.782, 0.484444]","[146.691, 395.523, 0.765846]","[154.972, 393.136, 0.779986]","[145.502, 383.736, 0.645859]","[125.456, 394.337, 0.694554]","[117.216, 391.996, 0.743733]","[129.021, 384.883, 0.689902]"
"[179.74, 127.806, 0.88699]","[173.815, 151.407, 0.885205]","[145.476, 152.592, 0.815779]","[111.33, 178.542, 0.783733]","[107.806, 164.346, 0.832366]","[202.104, 149.049, 0.825578]","[239.806, 167.942, 0.834476]","[250.532, 151.429, 0.816052]","[174.955, 238.665, 0.72295]","[154.987, 238.661, 0.691353]","[154.949, 314.112, 0.779197]","[147.875, 374.258, 0.69202]","[193.839, 238.656, 0.699193]","[199.779, 315.268, 0.755862]","[203.265, 381.327, 0.815244]","[173.763, 120.794, 0.876764]","[184.403, 119.599, 0.920766]","[158.508, 124.316, 0.806055]","[190.33, 119.597, 0.228849]","[203.317, 397.841, 0.710476]","[211.591, 393.165, 0.73322]","[200.967, 383.734, 0.6826]","[145.515, 391.952, 0.646116]","[137.255, 389.608, 0.673262]","[154.924, 380.146, 0.589718]"
"[174.986, 118.374, 0.949725]","[165.577, 146.763, 0.925409]","[137.247, 147.913, 0.837877]","[99.5701, 165.637, 0.844112]","[79.4473, 159.664, 0.789388]","[193.877, 145.572, 0.895467]","[233.974, 154.901, 0.82833]","[258.764, 143.185, 0.830137]","[170.293, 235.14, 0.66876]","[151.426, 236.303, 0.66206]","[145.522, 314.159, 0.827696]","[131.393, 380.165, 0.745721]","[190.349, 233.978, 0.673841]","[193.925, 314.114, 0.794768]","[202.136, 381.307, 0.827153]","[166.739, 111.325, 0.888886]","[179.721, 110.172, 0.858395]","[153.765, 116.033, 0.849614]",[],"[203.312, 397.841, 0.70674]","[211.575, 393.134, 0.742394]","[199.756, 384.889, 0.663141]","[126.651, 396.68, 0.650939]","[118.424, 392.001, 0.706911]","[136.048, 383.736, 0.634127]"
"[171.441, 111.325, 0.837415]","[154.94, 146.731, 0.923081]","[125.488, 147.885, 0.789329]","[78.3392, 153.766, 0.696729]","[25.2765, 149.092, 0.526946]","[183.214, 146.669, 0.851662]","[228.059, 144.304, 0.698015]","[270.554, 137.304, 0.710855]","[157.308, 231.629, 0.716238]","[137.318, 231.633, 0.715614]","[131.404, 312.94, 0.737965]","[126.682, 381.333, 0.820394]","[176.21, 231.594, 0.696718]","[186.819, 307.123, 0.770714]","[202.074, 381.302, 0.788942]","[164.343, 106.635, 0.922535]","[171.47, 106.639, 0.567529]","[145.478, 110.153, 0.870014]",[],"[203.296, 399.017, 0.710798]","[211.552, 393.156, 0.736489]","[199.775, 383.755, 0.631218]","[123.139, 396.658, 0.713814]","[117.182, 392.017, 0.765836]","[130.189, 386.061, 0.629454]"
