Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LHSmallToe,LHeel,RBigToe,RHSmallToe,RHeel
"[147.902, 191.522, 0.330326]","[152.613, 202.177, 0.898599]","[126.63, 203.281, 0.877143]","[125.473, 252.84, 0.810105]","[126.636, 221.042, 0.881657]","[178.565, 202.15, 0.834392]","[185.638, 250.469, 0.863512]","[179.717, 229.237, 0.752728]","[154.898, 274.067, 0.778803]","[136.127, 272.88, 0.77001]","[138.492, 324.694, 0.821805]","[145.572, 380.161, 0.81449]","[171.48, 276.405, 0.744817]","[164.432, 324.721, 0.859097]","[166.756, 378.982, 0.772736]","[145.487, 184.435, 0.351707]","[154.939, 184.457, 0.321138]","[137.273, 183.241, 0.431473]","[164.407, 183.238, 0.50568]","[166.765, 392.021, 0.777306]","[175.035, 390.79, 0.784697]","[164.433, 382.544, 0.64643]","[145.533, 393.184, 0.755393]","[137.273, 391.969, 0.77836]","[150.24, 382.58, 0.688123]"
"[156.175, 183.213, 0.650389]","[153.734, 192.742, 0.90196]","[125.498, 193.867, 0.862097]","[120.776, 239.892, 0.694762]","[119.582, 268.138, 0.433739]","[179.739, 192.703, 0.838749]","[187.975, 241.018, 0.850782]","[185.611, 211.527, 0.665052]","[154.943, 268.178, 0.830287]","[136.127, 268.185, 0.799738]","[138.485, 323.538, 0.816214]","[145.567, 380.173, 0.822683]","[173.768, 269.298, 0.788695]","[165.534, 323.545, 0.840108]","[166.741, 377.814, 0.774757]","[150.243, 174.994, 0.5444]","[163.216, 173.851, 0.598926]","[137.284, 167.922, 0.773999]","[166.796, 169.124, 0.295726]","[166.783, 392.017, 0.785145]","[175.048, 390.779, 0.782369]","[164.415, 382.522, 0.671133]","[145.541, 393.17, 0.765845]","[137.279, 391.964, 0.793734]","[150.225, 383.69, 0.693311]"
"[143.181, 203.314, 0.441044]","[153.769, 211.536, 0.909356]","[126.673, 211.558, 0.888256]","[126.671, 258.699, 0.886104]","[125.502, 231.609, 0.736261]","[180.885, 211.534, 0.843336]","[184.494, 258.711, 0.891034]","[176.175, 239.843, 0.861578]","[154.946, 279.94, 0.844653]","[137.269, 278.776, 0.833697]","[139.663, 324.734, 0.822994]","[145.574, 380.157, 0.812962]","[172.606, 282.307, 0.752463]","[165.523, 325.919, 0.882237]","[167.938, 379.009, 0.767384]","[138.497, 198.587, 0.35113]","[146.725, 199.771, 0.395775]","[136.055, 193.91, 0.237376]","[160.857, 193.839, 0.56701]","[166.783, 392.011, 0.783629]","[176.171, 390.793, 0.780399]","[165.584, 382.563, 0.643307]","[145.539, 393.179, 0.758578]","[137.279, 391.959, 0.785542]","[150.231, 382.576, 0.69163]"
"[145.565, 212.738, 0.449479]","[154.894, 213.924, 0.912753]","[126.691, 213.96, 0.867998]","[127.84, 259.963, 0.851271]","[126.68, 239.864, 0.186973, 127.864, 284.647, 0.0889415]","[180.902, 213.939, 0.813715]","[185.599, 261.106, 0.848684]","[175.05, 241.083, 0.876798]","[155, 282.304, 0.815592]","[137.322, 281.123, 0.784104]","[143.15, 324.78, 0.823603]","[145.581, 380.153, 0.816513]","[172.656, 284.661, 0.770673]","[165.538, 324.759, 0.887176]","[167.925, 378.986, 0.767992]","[143.166, 208.038, 0.300462]","[150.232, 209.209, 0.314355]","[136.121, 202.067, 0.298607]","[163.217, 200.961, 0.460233]","[167.943, 393.14, 0.765258]","[176.184, 390.818, 0.784035]","[165.58, 382.531, 0.648302]","[145.519, 393.18, 0.768873]","[137.272, 391.944, 0.799293]","[149.092, 382.566, 0.683108]"
"[146.677, 213.901, 0.497611]","[153.795, 213.901, 0.916346]","[126.679, 213.965, 0.869673]","[127.824, 259.936, 0.861105]","[126.609, 239.835, 0.126878, 127.844, 283.487, 0.10592]","[180.894, 213.901, 0.823666]","[184.505, 259.962, 0.86124]","[175.06, 241.079, 0.878806]","[154.986, 282.288, 0.821579]","[137.318, 281.113, 0.791666]","[143.14, 324.765, 0.820907]","[145.579, 380.15, 0.814778]","[172.632, 284.644, 0.762543]","[165.534, 324.752, 0.887601]","[167.933, 378.974, 0.763288]","[143.186, 210.356, 0.361515]","[151.421, 210.394, 0.366213]","[136.113, 200.963, 0.33215]","[164.358, 202.07, 0.513471]","[167.92, 393.136, 0.772228]","[176.18, 390.815, 0.781678]","[165.585, 382.53, 0.646005]","[145.525, 393.184, 0.76491]","[137.273, 391.949, 0.79521]","[149.091, 382.566, 0.682183]"
"[145.539, 211.515, 0.463789]","[153.786, 212.721, 0.932499]","[126.66, 212.753, 0.900713]","[127.791, 259.912, 0.90225]","[126.618, 233.99, 0.802091]","[180.912, 212.73, 0.848685]","[185.618, 259.877, 0.880633]","[175.065, 241.058, 0.880025]","[154.962, 279.988, 0.837712]","[137.286, 279.938, 0.813985]","[140.836, 324.735, 0.818911]","[145.574, 380.147, 0.811272]","[172.61, 283.473, 0.755099]","[165.529, 324.793, 0.890245]","[167.927, 378.977, 0.762977]","[140.799, 203.353, 0.350506]","[149.07, 204.5, 0.345113]","[136.072, 198.589, 0.287568]","[163.212, 197.397, 0.528015]","[167.925, 393.129, 0.767634]","[176.179, 390.809, 0.780573]","[165.58, 382.533, 0.641455]","[145.527, 393.183, 0.760327]","[137.272, 391.952, 0.791813]","[149.091, 382.564, 0.682333]"
"[156.101, 191.486, 0.54585]","[153.752, 199.739, 0.852086]","[126.615, 199.752, 0.828665]","[126.61, 249.264, 0.827921]","[126.606, 216.262, 0.633806]","[180.875, 199.745, 0.785925]","[185.654, 245.748, 0.77271]","[184.436, 222.168, 0.0923391]","[153.8, 270.545, 0.788716]","[136.099, 270.513, 0.782588]","[138.461, 323.534, 0.821342]","[145.556, 380.182, 0.82205]","[172.606, 272.871, 0.73584]","[164.434, 323.576, 0.853975]","[166.751, 377.835, 0.772527]","[147.92, 183.281, 0.497113]","[160.842, 183.259, 0.47243]","[137.318, 176.21, 0.772684]","[166.774, 175.071, 0.460115]","[166.763, 392.019, 0.785575]","[175.036, 390.789, 0.783172]","[164.431, 382.535, 0.661363]","[145.533, 394.307, 0.761375]","[137.272, 391.98, 0.787166]","[149.09, 383.691, 0.69093]"
"[146.669, 202.126, 0.467251]","[152.606, 205.663, 0.851002]","[126.629, 208.031, 0.839081]","[126.642, 257.523, 0.856268]","[126.605, 229.23, 0.835653]","[177.393, 204.518, 0.806177]","[184.504, 254.01, 0.834305]","[176.191, 232.796, 0.796753]","[154.928, 277.624, 0.845589]","[137.262, 277.569, 0.825756]","[139.623, 324.734, 0.830557]","[145.564, 380.173, 0.816725]","[171.461, 278.783, 0.774566]","[164.433, 325.896, 0.877324]","[166.783, 378.992, 0.772065]","[142.011, 195.046, 0.375945]","[152.585, 195.075, 0.372468]","[136.136, 191.48, 0.366558]","[164.387, 190.332, 0.555133]","[166.786, 392.014, 0.782304]","[175.057, 390.783, 0.784166]","[165.554, 382.552, 0.648719]","[145.533, 394.305, 0.75932]","[137.275, 391.971, 0.781713]","[150.231, 382.586, 0.693302]"
"[154.979, 138.485, 0.904708]","[154.934, 164.431, 0.940607]","[126.68, 164.412, 0.903152]","[101.92, 193.874, 0.838346]","[103.09, 154.922, 0.751936]","[182.101, 164.425, 0.874187]","[210.391, 193.845, 0.868299]","[211.574, 153.791, 0.822217]","[154.95, 249.276, 0.771313]","[136.071, 249.278, 0.748292]","[139.627, 316.462, 0.819686]","[145.547, 380.152, 0.818593]","[173.816, 249.302, 0.747108]","[165.542, 316.513, 0.850036]","[166.755, 378.99, 0.786418]","[147.884, 134.923, 0.894574]","[160.84, 134.903, 0.852912]","[138.473, 136.11, 0.845901]","[167.943, 136.03, 0.772117]","[167.925, 393.124, 0.780243]","[175.061, 390.813, 0.780479]","[164.425, 382.556, 0.701953]","[145.552, 393.139, 0.776685]","[137.289, 391.945, 0.803365]","[147.914, 382.589, 0.702088]"
"[154.974, 149.064, 0.898807]","[154.913, 172.64, 0.909347]","[126.645, 171.474, 0.855192]","[108.976, 208.039, 0.846657]","[109.009, 170.274, 0.791348]","[183.203, 172.62, 0.840187]","[203.342, 208.042, 0.840801]","[203.339, 167.928, 0.831885]","[154.914, 252.841, 0.741891]","[136.074, 252.837, 0.733939]","[138.472, 317.67, 0.825363]","[145.556, 380.194, 0.830911]","[173.783, 254.006, 0.711251]","[165.524, 317.678, 0.841118]","[166.767, 379.014, 0.786143]","[146.777, 145.503, 0.914018]","[159.685, 144.369, 0.870582]","[138.437, 145.511, 0.824207]","[167.939, 144.321, 0.764626]","[167.917, 392.018, 0.77813]","[175.052, 390.803, 0.777062]","[165.534, 382.562, 0.692563]","[145.557, 393.143, 0.77256]","[137.297, 391.951, 0.798922]","[149.048, 383.711, 0.693762]"
"[154.964, 160.863, 0.868706]","[153.794, 178.522, 0.871755]","[126.67, 177.38, 0.846745]","[116.008, 219.822, 0.801796]","[116.056, 184.419, 0.771364]","[180.901, 177.375, 0.806892]","[199.745, 220.957, 0.823925]","[196.215, 183.294, 0.836452]","[154.943, 258.754, 0.803464]","[136.075, 258.756, 0.774989]","[138.476, 318.867, 0.8068]","[145.553, 380.191, 0.827467]","[173.804, 259.875, 0.762071]","[164.445, 318.875, 0.83585]","[166.741, 378.988, 0.785963]","[146.756, 155.002, 0.885537]","[159.669, 154.95, 0.864854]","[137.295, 153.754, 0.815151]","[169.095, 149.097, 0.744601]","[167.918, 392.012, 0.783399]","[175.052, 390.79, 0.783901]","[164.409, 382.547, 0.694094]","[145.534, 393.158, 0.779271]","[137.275, 391.957, 0.811396]","[149.054, 383.709, 0.69417]"
"[154.951, 173.788, 0.908976]","[153.741, 185.607, 0.880874]","[124.325, 184.498, 0.815121]","[118.392, 232.802, 0.708734]","[118.443, 196.244, 0.598436]","[182.045, 184.494, 0.808506]","[192.725, 232.786, 0.848974]","[192.665, 197.432, 0.778132]","[154.943, 265.775, 0.770436]","[136.072, 264.635, 0.741447]","[138.455, 322.367, 0.800243]","[145.559, 380.184, 0.826272]","[173.811, 265.816, 0.754023]","[165.542, 321.197, 0.831457]","[166.737, 378.976, 0.781852]","[146.766, 166.73, 0.874111]","[159.668, 165.599, 0.857107]","[137.248, 162.047, 0.806236]","[167.932, 162.019, 0.708096]","[166.774, 392.006, 0.783476]","[175.034, 390.783, 0.784322]","[164.412, 382.543, 0.684736]","[145.528, 393.169, 0.772316]","[137.27, 391.968, 0.803351]","[149.078, 383.705, 0.69782]"
"[186.797, 110.185, 0.856731]","[165.587, 146.679, 0.914016]","[137.251, 146.745, 0.822317]","[86.5523, 145.562, 0.70738]","[33.5197, 145.563, 0.57211]","[193.907, 145.567, 0.855725]","[239.861, 140.804, 0.70187]","[289.387, 137.307, 0.737421]","[173.804, 231.587, 0.72946]","[154.944, 231.619, 0.713368]","[147.885, 309.406, 0.772495]","[146.689, 379.004, 0.810867]","[192.7, 230.422, 0.719355]","[203.366, 305.924, 0.816297]","[219.785, 375.48, 0.766437]","[183.188, 107.725, 0.903673]","[185.619, 106.593, 0.141308]","[163.212, 110.184, 0.846906]",[],"[219.792, 393.137, 0.706481]","[228.049, 391.921, 0.751969]","[217.469, 382.509, 0.664276]","[145.51, 393.18, 0.722353]","[137.255, 391.963, 0.738901]","[151.407, 383.718, 0.663349]"
"[202.074, 126.686, 0.931698]","[192.677, 152.588, 0.884091]","[164.34, 153.774, 0.82538]","[126.675, 180.884, 0.849101]","[117.269, 162.045, 0.855211]","[219.828, 147.932, 0.82301]","[259.949, 167.934, 0.82846]","[275.23, 139.66, 0.751481]","[193.93, 237.503, 0.714639]","[175.058, 237.509, 0.685782]","[171.467, 314.154, 0.777121]","[159.664, 373.058, 0.702302]","[212.799, 236.333, 0.697788]","[219.803, 314.128, 0.754935]","[220.964, 376.617, 0.792831]","[193.82, 120.762, 0.921421]","[203.354, 118.415, 0.933151]","[179.702, 121.934, 0.802992]","[210.336, 114.883, 0.0733759]","[222.149, 395.502, 0.759241]","[230.435, 391.983, 0.800038]","[216.267, 382.504, 0.65401]","[154.956, 391.955, 0.713149]","[146.73, 389.595, 0.674454]","[164.419, 376.618, 0.585289]"
"[184.392, 111.324, 0.903501]","[163.234, 146.683, 0.903329]","[134.901, 146.737, 0.802678]","[81.8566, 145.495, 0.666023]","[29.98, 145.507, 0.541198]","[191.509, 145.579, 0.84379]","[237.487, 139.661, 0.688276]","[287.032, 137.281, 0.726681]","[167.929, 230.449, 0.710866]","[147.934, 231.605, 0.695954]","[146.693, 308.266, 0.807512]","[146.683, 378.982, 0.804244]","[187.965, 230.393, 0.682278]","[203.271, 305.911, 0.824223]","[219.778, 375.443, 0.778288]","[177.374, 107.752, 0.875085]","[183.275, 107.726, 0.209366]","[157.367, 110.171, 0.843655]",[],"[218.652, 393.141, 0.705621]","[226.882, 391.926, 0.724204]","[218.61, 381.385, 0.687119]","[145.49, 394.325, 0.746013]","[137.23, 391.966, 0.77077]","[150.26, 382.568, 0.691494]"
"[202.061, 123.135, 0.867318]","[189.139, 149.096, 0.820829]","[160.844, 152.601, 0.782966]","[120.772, 173.845, 0.851997]","[104.282, 157.321, 0.81972]","[215.093, 146.754, 0.851921]","[258.688, 163.218, 0.871501]","[277.62, 142.01, 0.818218]","[193.843, 233.946, 0.727725]","[173.881, 233.951, 0.705783]","[166.74, 312.951, 0.774851]","[150.245, 374.305, 0.746484]","[212.724, 232.77, 0.732974]","[218.62, 312.955, 0.743103]","[220.956, 376.649, 0.792399]","[192.703, 117.234, 0.966107]","[203.307, 116.055, 0.925388]","[175.007, 118.377, 0.916605]",[],"[222.159, 395.499, 0.759135]","[230.439, 391.982, 0.797464]","[215.116, 382.542, 0.673683]","[147.915, 393.175, 0.684704]","[139.639, 390.829, 0.705464]","[152.585, 381.318, 0.619685]"
"[184.482, 111.341, 0.884913]","[164.443, 146.685, 0.921174]","[136.118, 146.748, 0.814659]","[85.3883, 145.522, 0.700147]","[32.2987, 145.538, 0.600324]","[192.718, 145.574, 0.863386]","[238.672, 140.795, 0.709176]","[288.202, 137.299, 0.704091]","[171.45, 231.598, 0.688758]","[152.581, 231.65, 0.668871]","[146.729, 309.429, 0.792996]","[146.697, 378.976, 0.800224]","[191.471, 230.421, 0.684101]","[203.313, 307.026, 0.819074]","[219.783, 375.464, 0.770487]","[180.901, 107.756, 0.885744]","[184.421, 107.741, 0.140689]","[160.859, 110.165, 0.836208]",[],"[219.79, 393.158, 0.689367]","[226.886, 391.942, 0.724177]","[218.617, 382.507, 0.674211]","[145.477, 394.327, 0.715769]","[137.249, 391.97, 0.725639]","[151.42, 383.691, 0.672807]"
"[172.639, 111.322, 0.852168]","[147.914, 146.747, 0.894697]","[120.751, 147.885, 0.79063]","[79.5169, 169.138, 0.752356]","[41.7197, 191.524, 0.767809]","[176.201, 146.735, 0.865636]","[222.14, 166.762, 0.801758]","[261.086, 182.099, 0.773507]","[154.9, 232.769, 0.712236]","[136.059, 233.946, 0.681361]","[139.614, 309.444, 0.754941]","[145.53, 378.979, 0.801504]","[173.775, 231.596, 0.700731]","[184.417, 307.069, 0.843623]","[202.071, 371.952, 0.736244]","[165.531, 107.727, 0.918198]","[172.626, 106.616, 0.17513]","[145.555, 110.164, 0.888887]",[],"[205.655, 389.622, 0.534886]","[212.754, 384.894, 0.595872]","[202.112, 378.973, 0.539797]","[145.512, 393.142, 0.75138]","[137.238, 391.943, 0.770602]","[147.912, 382.546, 0.678851]"
"[171.46, 111.341, 0.822162]","[147.894, 147.915, 0.874149]","[119.584, 149.058, 0.783092]","[84.1981, 176.164, 0.772547]","[49.9824, 203.348, 0.798036]","[176.191, 147.901, 0.841054]","[212.785, 173.833, 0.838704]","[251.627, 193.852, 0.847735]","[153.777, 232.814, 0.693837]","[134.924, 235.126, 0.659935]","[139.615, 310.59, 0.747275]","[145.531, 378.987, 0.802282]","[172.662, 232.768, 0.688614]","[183.261, 307.102, 0.83577]","[192.707, 371.953, 0.793205]","[164.4, 107.738, 0.917518]","[171.444, 106.624, 0.229198]","[145.534, 110.176, 0.877414]",[],"[202.137, 389.6, 0.691354]","[209.203, 383.718, 0.70185]","[190.324, 379.003, 0.602356]","[145.522, 393.141, 0.751112]","[137.247, 391.944, 0.767038]","[147.897, 382.551, 0.67351]"
"[173.873, 111.335, 0.898842]","[152.59, 146.701, 0.881594]","[123.125, 146.701, 0.787309]","[72.4432, 147.878, 0.656298]","[22.9079, 147.906, 0.583452]","[179.744, 146.724, 0.824033]","[228.066, 146.711, 0.792713]","[277.589, 146.746, 0.579813]","[156.196, 231.599, 0.729784]","[137.31, 231.647, 0.706202]","[140.809, 309.448, 0.732506]","[145.51, 380.179, 0.807795]","[175.066, 230.416, 0.718493]","[193.901, 305.889, 0.835278]","[213.905, 374.303, 0.756045]","[166.803, 107.768, 0.886186]","[173.819, 107.761, 0.224791]","[147.924, 110.171, 0.846683]",[],"[224.522, 395.485, 0.638905]","[230.409, 391.93, 0.742629]","[212.778, 382.509, 0.664133]","[145.519, 393.156, 0.756899]","[137.239, 391.966, 0.76569]","[147.877, 384.871, 0.664839]"
"[174.988, 111.355, 0.889648]","[153.757, 146.687, 0.894478]","[124.315, 146.72, 0.792136]","[71.2767, 146.665, 0.689889]","[18.183, 146.704, 0.484589]","[182.043, 146.679, 0.833542]","[228.073, 145.501, 0.733406]","[276.422, 139.632, 0.512603]","[158.488, 231.606, 0.714153]","[138.5, 232.789, 0.6819]","[141.996, 311.79, 0.737902]","[145.513, 381.302, 0.804674]","[177.366, 230.413, 0.696382]","[195.063, 305.889, 0.807631]","[215.091, 374.311, 0.745976]","[169.134, 107.764, 0.870452]","[173.88, 107.759, 0.145781]","[150.235, 110.166, 0.83098]",[],"[223.334, 396.658, 0.66356]","[230.388, 391.961, 0.737585]","[213.923, 382.513, 0.675793]","[145.512, 393.175, 0.736639]","[137.239, 391.98, 0.74776]","[147.882, 384.894, 0.65911]"
"[176.201, 110.174, 0.874482]","[156.126, 146.657, 0.919384]","[127.815, 146.723, 0.819096]","[75.9708, 145.491, 0.662601]","[18.1738, 143.161, 0.500107]","[184.407, 145.557, 0.85626]","[230.433, 140.833, 0.735499]","[278.793, 138.436, 0.593676]","[163.229, 231.589, 0.707483]","[144.364, 231.645, 0.681664]","[144.344, 312.971, 0.757813]","[145.536, 380.165, 0.801641]","[183.206, 230.398, 0.698952]","[199.771, 305.891, 0.792801]","[216.266, 374.318, 0.745139]","[172.64, 107.731, 0.89344]","[175.064, 106.604, 0.134626]","[153.755, 110.188, 0.836963]",[],"[221.019, 394.348, 0.659501]","[229.22, 391.959, 0.72145]","[215.102, 382.502, 0.660552]","[145.502, 393.167, 0.75484]","[137.229, 391.957, 0.759299]","[147.916, 383.744, 0.659157]"
"[173.77, 110.193, 0.879132]","[149.089, 146.758, 0.871672]","[120.749, 147.889, 0.775971]","[74.789, 164.352, 0.719235]","[33.4969, 178.546, 0.74441]","[177.393, 146.746, 0.830604]","[223.382, 162.01, 0.730525]","[268.187, 171.469, 0.736377]","[154.958, 232.804, 0.711285]","[136.095, 233.986, 0.674601]","[139.643, 311.764, 0.743604]","[145.518, 380.142, 0.797298]","[173.835, 231.615, 0.708448]","[187.981, 307.059, 0.786921]","[205.662, 373.132, 0.710628]","[165.567, 107.736, 0.923016]","[173.757, 106.624, 0.194133]","[146.672, 110.176, 0.894055]",[],"[215.087, 390.802, 0.584142]","[220.977, 388.417, 0.659308]","[208.005, 381.317, 0.523393]","[145.537, 393.14, 0.761887]","[137.252, 391.957, 0.767335]","[147.901, 383.703, 0.658456]"
"[173.854, 111.32, 0.900408]","[151.434, 146.723, 0.868056]","[120.795, 146.722, 0.773869]","[70.0644, 152.609, 0.545355]","[22.8963, 157.301, 0.418429]","[179.743, 146.74, 0.814756]","[228.078, 147.923, 0.749416]","[274.062, 151.441, 0.529973]","[156.133, 231.632, 0.723296]","[137.254, 232.792, 0.694168]","[140.822, 311.771, 0.735291]","[145.523, 380.181, 0.811663]","[175.006, 230.439, 0.714859]","[192.745, 305.899, 0.843856]","[212.726, 374.263, 0.791841]","[166.758, 107.751, 0.894571]","[173.827, 107.745, 0.305384]","[146.747, 110.15, 0.889007]",[],"[223.357, 393.167, 0.665188]","[230.378, 390.774, 0.737669]","[212.714, 381.376, 0.664238]","[145.549, 393.138, 0.774459]","[137.254, 391.956, 0.77932]","[147.889, 383.751, 0.657611]"
"[178.536, 110.184, 0.844588]","[156.195, 145.577, 0.904626]","[127.885, 146.719, 0.813681]","[78.3255, 145.481, 0.675234]","[22.9254, 143.191, 0.523845]","[184.492, 145.531, 0.838289]","[231.625, 140.794, 0.706153]","[283.485, 137.324, 0.592183]","[164.397, 231.598, 0.721952]","[145.533, 231.637, 0.700866]","[145.494, 309.449, 0.765766]","[145.544, 380.146, 0.800065]","[183.279, 230.423, 0.715612]","[200.941, 305.874, 0.807797]","[217.437, 374.281, 0.764481]","[173.795, 107.727, 0.91682]","[176.235, 106.602, 0.108141]","[154.923, 110.159, 0.871726]",[],"[220.999, 394.343, 0.691359]","[229.231, 391.946, 0.743632]","[215.107, 381.359, 0.667235]","[145.51, 393.161, 0.761709]","[137.235, 391.954, 0.764616]","[147.919, 383.729, 0.664381]"
"[173.815, 111.32, 0.889307]","[150.249, 146.752, 0.865458]","[120.751, 147.866, 0.768648]","[71.2232, 157.331, 0.708122]","[25.2518, 167.927, 0.623779]","[178.553, 146.739, 0.821836]","[226.868, 155.008, 0.813941]","[270.519, 158.485, 0.704447]","[155.01, 231.616, 0.732152]","[136.136, 232.781, 0.702742]","[139.663, 311.779, 0.738184]","[145.526, 380.151, 0.804837]","[173.87, 230.436, 0.713002]","[192.652, 305.916, 0.822847]","[211.549, 375.438, 0.712434]","[165.619, 107.75, 0.917791]","[173.792, 107.731, 0.207527]","[146.715, 110.167, 0.895495]",[],"[222.192, 393.122, 0.57249]","[228.074, 390.76, 0.649185]","[212.716, 382.518, 0.558672]","[145.544, 393.155, 0.762028]","[137.258, 391.966, 0.767071]","[147.892, 383.692, 0.670666]"
"[183.221, 110.165, 0.900128]","[162.035, 146.667, 0.88522]","[132.55, 146.74, 0.782487]","[80.676, 145.523, 0.701685]","[31.1545, 144.328, 0.605579]","[190.309, 145.553, 0.829489]","[235.153, 139.623, 0.697327]","[285.848, 137.297, 0.632826]","[165.628, 231.584, 0.721053]","[146.731, 231.617, 0.711455]","[145.562, 308.281, 0.796809]","[145.573, 378.976, 0.801384]","[185.602, 230.412, 0.707205]","[202.139, 307.022, 0.837158]","[218.642, 374.306, 0.769809]","[175.024, 107.732, 0.923912]","[183.196, 106.604, 0.19519]","[156.143, 110.193, 0.877488]",[],"[219.789, 393.185, 0.701574]","[228.058, 391.942, 0.738442]","[217.466, 381.375, 0.669624]","[145.502, 393.173, 0.764944]","[137.237, 391.949, 0.779445]","[149.062, 382.583, 0.672649]"
"[175.048, 111.329, 0.881707]","[154.95, 146.654, 0.915603]","[126.635, 146.714, 0.809416]","[73.5947, 145.56, 0.593726]","[14.6507, 145.571, 0.390794]","[183.224, 145.564, 0.850527]","[230.402, 142.004, 0.733214]","[277.621, 137.338, 0.646742]","[160.834, 231.607, 0.688668]","[141.968, 232.798, 0.66444]","[143.158, 312.964, 0.741867]","[145.534, 380.183, 0.80346]","[179.72, 230.405, 0.679546]","[197.399, 305.901, 0.791076]","[216.259, 375.461, 0.726071]","[171.468, 107.752, 0.877666]","[174.987, 107.726, 0.128911]","[151.434, 110.171, 0.828492]",[],"[222.144, 395.485, 0.619776]","[228.082, 391.972, 0.686586]","[215.104, 382.544, 0.629909]","[145.506, 393.173, 0.750276]","[137.233, 391.965, 0.756475]","[147.912, 384.879, 0.656944]"
"[180.923, 111.336, 0.835332]","[158.494, 146.658, 0.881756]","[129.052, 146.741, 0.788989]","[79.5285, 145.485, 0.676762]","[26.4364, 143.191, 0.523005]","[186.799, 145.532, 0.828512]","[233.965, 139.643, 0.698219]","[284.68, 137.301, 0.617048]","[165.537, 231.609, 0.734939]","[146.66, 232.765, 0.70977]","[145.521, 309.441, 0.782974]","[145.545, 380.133, 0.800889]","[184.409, 230.427, 0.729761]","[202.092, 305.896, 0.836194]","[217.469, 374.297, 0.761174]","[173.866, 107.747, 0.938305]","[180.904, 106.61, 0.152812]","[155, 110.169, 0.889051]",[],"[220.957, 394.324, 0.695539]","[228.067, 391.945, 0.734508]","[216.276, 381.372, 0.659479]","[145.511, 393.145, 0.763669]","[137.24, 391.939, 0.765402]","[147.92, 383.715, 0.670801]"
"[169.098, 111.316, 0.832718]","[147.9, 150.227, 0.853626]","[118.453, 149.083, 0.800698]","[88.9635, 182.092, 0.796503]","[59.452, 215.081, 0.787629]","[176.197, 150.243, 0.819399]","[206.848, 177.383, 0.768267]","[241.018, 205.653, 0.811751]","[153.767, 233.968, 0.679709]","[134.897, 235.147, 0.654523]","[138.486, 309.448, 0.760218]","[145.528, 376.654, 0.805858]","[172.652, 232.793, 0.67745]","[179.725, 307.11, 0.757998]","[184.435, 371.91, 0.734068]","[164.34, 107.732, 0.906109]","[167.947, 106.626, 0.247611]","[145.466, 110.188, 0.855641]",[],"[195.037, 389.57, 0.646767]","[202.092, 383.703, 0.685094]","[182.064, 377.826, 0.523637]","[145.512, 393.157, 0.756547]","[137.236, 391.944, 0.778005]","[147.888, 381.391, 0.686036]"
"[165.59, 110.168, 0.906356]","[147.901, 151.423, 0.856334]","[119.61, 150.269, 0.79698]","[99.5449, 192.717, 0.827497]","[80.7155, 231.556, 0.850235]","[175.07, 151.418, 0.836884]","[196.252, 189.142, 0.767856]","[219.79, 223.357, 0.790716]","[152.598, 231.588, 0.697414]","[134.901, 231.634, 0.692655]","[138.455, 308.269, 0.77398]","[145.541, 376.63, 0.791979]","[170.273, 230.432, 0.667099]","[173.784, 307.048, 0.796368]","[173.797, 371.95, 0.799592]","[159.676, 106.604, 0.850429]","[165.619, 106.642, 0.613148]","[140.814, 109.035, 0.841615]",[],"[183.233, 390.755, 0.683716]","[189.143, 384.894, 0.695051]","[165.622, 380.132, 0.639848]","[145.531, 393.128, 0.751734]","[137.253, 391.928, 0.777974]","[147.911, 382.495, 0.691517]"
"[158.502, 109.027, 0.88875]","[150.232, 152.579, 0.835604]","[121.954, 150.266, 0.794594]","[116.032, 195.041, 0.791064]","[107.82, 238.648, 0.836458]","[176.234, 152.623, 0.824759]","[185.6, 196.244, 0.819203]","[193.88, 239.848, 0.843054]","[152.572, 231.635, 0.689338]","[134.875, 232.771, 0.68492]","[137.281, 308.273, 0.791964]","[145.536, 375.464, 0.806912]","[169.12, 231.625, 0.671877]","[166.778, 307.113, 0.807879]","[166.796, 373.123, 0.812323]","[152.611, 106.568, 0.868222]","[164.35, 105.454, 0.888484]","[137.254, 110.2, 0.901992]","[166.8, 111.333, 0.0629076]","[170.268, 392.017, 0.792783]","[176.211, 390.772, 0.795077]","[165.544, 380.172, 0.697196]","[145.518, 392.005, 0.719185]","[137.247, 390.824, 0.757628]","[147.907, 381.366, 0.69753]"
